监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2020/8/22 20:00,监测点A2,8,32,76,45,131,0.6,30.3,63,1005.8,2,34
2020/8/22 21:00,监测点A2,7,33,59,39,113,0.6,29.7,64,1006.3,0.9,70.6
2020/8/22 22:00,监测点A2,7,40,52,33,73,0.6,30.2,63,1006.5,1.1,163.5
2020/8/22 23:00,监测点A2,8,23,60,22,36,0.5,30.1,63,1006.3,1.7,176.7
2020/8/23 0:00,监测点A2,9,25,50,25,20,0.5,29.7,63,1005.9,1.7,185.4
2020/8/23 1:00,监测点A2,12,28,38,19,12,0.5,29.4,63,1005.6,1.5,173.4
2020/8/23 2:00,监测点A2,12,24,38,17,14,0.4,29,66,1005.1,1.3,162.3
2020/8/23 3:00,监测点A2,12,26,36,13,11,0.5,28.8,69,1005,1.2,171.5
2020/8/23 4:00,监测点A2,11,23,43,22,18,0.4,28.8,70,1005,0.8,245.4
2020/8/23 5:00,监测点A2,8,15,43,24,28,0.3,28.5,71,1005.1,1.3,189.2
2020/8/23 6:00,监测点A2,11,15,36,22,26,0.4,28.4,72,1005.4,1.2,204
2020/8/23 7:00,监测点A2,10,16,35,21,31,0.4,29,68,1005.8,1.1,188.9
2020/8/23 8:00,监测点A2,9,12,36,14,41,0.4,29.9,64,1006,1.3,189.2
2020/8/23 9:00,监测点A2,11,14,28,13,53,0.4,31.3,57,1006.2,1.1,190
2020/8/23 10:00,监测点A2,11,15,41,20,85,0.5,31.9,53,1006,1.1,206.1
2020/8/23 11:00,监测点A2,11,14,41,21,118,0.4,32.9,48,1005.4,1.2,232.6
2020/8/23 12:00,监测点A2,11,13,46,21,152,0.4,33.7,45,1004.6,1.1,283.9
2020/8/23 13:00,监测点A2,10,12,46,25,170,0.4,34.2,43,1003.7,1.1,219.4
2020/8/23 14:00,监测点A2,10,11,44,24,178,0.4,34.7,41,1002.9,1.6,312.2
2020/8/23 15:00,监测点A2,10,13,48,24,198,0.4,35,41,1002.2,1.6,175.7
2020/8/23 16:00,监测点A2,10,14,49,33,203,0.5,35.3,40,1001.6,1.4,174.2
2020/8/23 17:00,监测点A2,11,19,52,35,229,0.6,35.1,42,1001.6,1.4,188.8
2020/8/23 18:00,监测点A2,11,25,71,43,188,0.6,34.3,45,1002.1,1.7,165.2
2020/8/23 19:00,监测点A2,8,22,75,39,107,0.5,33,53,1002.7,2.2,164.5
2020/8/23 20:00,监测点A2,7,17,60,20,99,0.6,31.9,61,1003.4,2.2,158.3
2020/8/23 21:00,监测点A2,8,19,51,24,79,0.6,31.2,65,1004,2.2,172.1
2020/8/23 22:00,监测点A2,10,18,44,22,56,0.5,30.6,64,1004.4,2.2,177.9
2020/8/23 23:00,监测点A2,12,22,30,9,32,0.5,30.4,64,1004.5,2,183.7
2020/8/24 0:00,监测点A2,10,16,25,12,33,0.4,30,67,1004.4,1.7,186.1
2020/8/24 1:00,监测点A2,8,14,30,12,34,0.4,29.7,68,1004.2,1.4,202.7
2020/8/24 2:00,监测点A2,7,9,29,10,38,0.3,29.5,66,1003.9,1.6,199.4
2020/8/24 3:00,监测点A2,7,7,26,12,37,0.3,29.1,67,1003.5,2.1,206.8
2020/8/24 4:00,监测点A2,7,8,22,9,36,0.3,28.7,70,1003.2,1.8,208.5
2020/8/24 5:00,监测点A2,7,12,24,17,29,0.4,28.5,71,1003,1.3,189.3
2020/8/24 6:00,监测点A2,8,16,23,14,25,0.4,28.4,72,1003.2,1.9,200.5
2020/8/24 7:00,监测点A2,11,16,23,10,26,0.5,28.9,70,1003.7,1.6,200.9
2020/8/24 8:00,监测点A2,12,14,36,19,39,0.5,30.2,62,1003.9,1.2,203.1
2020/8/24 9:00,监测点A2,10,14,35,13,77,0.5,31.4,56,1003.7,2,274.1
2020/8/24 10:00,监测点A2,10,13,46,20,128,0.5,32.8,51,1003.7,1.4,246.8
2020/8/24 11:00,监测点A2,10,14,50,28,155,0.5,33.6,48,1003.5,1.4,228
2020/8/24 12:00,监测点A2,10,14,53,33,168,0.4,34.2,46,1002.8,1.4,246.2
2020/8/24 13:00,监测点A2,9,12,56,30,165,0.4,34.9,44,1001.9,1.6,206.4
2020/8/24 14:00,监测点A2,9,11,52,31,165,0.4,35.3,41,1000.8,1.5,252.3
2020/8/24 15:00,监测点A2,9,10,49,22,159,0.4,35.8,39,1000.2,1.5,262.4
2020/8/24 16:00,监测点A2,9,10,42,24,153,0.4,36.1,38,999.7,1.6,254.5
2020/8/24 17:00,监测点A2,9,13,46,28,146,0.5,35.7,39,999.8,1.5,205.2
2020/8/24 18:00,监测点A2,9,20,46,24,130,0.5,34.8,42,1000.3,2,179.9
2020/8/24 19:00,监测点A2,9,33,51,16,95,0.5,34.2,47,1001,2.1,173.2
2020/8/24 20:00,监测点A2,9,23,53,27,60,0.5,32.5,60,1001.9,2.9,157.4
2020/8/24 21:00,监测点A2,9,21,46,21,51,0.5,31.9,64,1002.9,2.2,182.4
2020/8/24 22:00,监测点A2,8,10,36,14,67,0.5,31.4,64,1003.2,2.3,191.1
2020/8/24 23:00,监测点A2,7,8,28,16,72,0.4,30.9,65,1003,2.1,193.4
2020/8/25 0:00,监测点A2,6,7,29,10,70,0.4,30.3,67,1002.4,2.3,195.7
2020/8/25 1:00,监测点A2,7,6,51,9,61,0.4,30.1,68,1001.7,2.4,207.6
2020/8/25 2:00,监测点A2,7,7,22,8,54,0.4,29.7,70,1001.4,2,208.7
2020/8/25 3:00,监测点A2,8,11,20,7,46,0.4,29.5,71,1001.1,1.7,207.7
2020/8/25 4:00,监测点A2,9,10,22,7,46,0.4,29.3,73,1001,1.9,207.6
2020/8/25 5:00,监测点A2,8,13,25,6,39,0.4,29.1,73,1001.6,1.4,203.7
2020/8/25 6:00,监测点A2,11,14,49,15,35,0.4,29.1,74,1001.8,1.4,191.7
2020/8/25 7:00,监测点A2,9,15,28,11,38,0.5,29.7,71,1001.9,1.6,204.6
2020/8/25 8:00,监测点A2,10,16,28,12,43,0.5,30.6,65,1002.1,1.6,203.9
2020/8/25 9:00,监测点A2,11,16,33,10,62,0.5,31.8,59,1002.4,1.6,248.9
2020/8/25 10:00,监测点A2,9,14,33,19,103,0.5,32.7,54,1002.3,1.7,247.9
2020/8/25 11:00,监测点A2,9,11,44,20,116,0.5,33.6,49,1001.8,1.8,224.1
2020/8/25 12:00,监测点A2,10,9,40,25,116,0.4,34.7,44,1001.2,1.6,232.1
2020/8/25 13:00,监测点A2,9,8,33,11,127,0.4,35.3,42,1000.4,1.7,233
2020/8/25 14:00,监测点A2,8,10,31,16,135,0.4,35.5,43,999.4,2.2,194.3
2020/8/25 15:00,监测点A2,7,8,32,6,131,0.4,35.5,42,998.8,2.3,181.3
2020/8/25 16:00,监测点A2,7,9,25,13,139,0.4,35.5,43,998.6,2,188.4
2020/8/25 17:00,监测点A2,7,12,28,12,120,0.5,35.4,45,998.6,2.1,193
2020/8/25 18:00,监测点A2,7,15,39,10,60,0.5,32.1,54,999.6,3.4,196.1
2020/8/25 19:00,监测点A2,7,13,34,5,56,0.4,30.9,58,1000.4,3,194.6
2020/8/25 20:00,监测点A2,7,14,22,3,47,0.5,30.7,61,1000.7,2.4,185.2
2020/8/25 21:00,监测点A2,6,12,23,8,45,0.5,30.8,63,1001.5,2,200.5
2020/8/25 22:00,监测点A2,7,16,18,5,38,0.5,30.6,64,1001.7,1.6,185.2
2020/8/25 23:00,监测点A2,7,11,23,2,42,0.5,30.6,64,1001.7,1.2,198.6
2020/8/26 0:00,监测点A2,7,12,17,3,40,0.4,30.4,65,1001.5,1.7,204
2020/8/26 1:00,监测点A2,7,7,21,2,42,0.4,30,66,1000.8,1.9,205.3
2020/8/26 2:00,监测点A2,7,7,20,0,42,0.4,29.8,67,1000.6,1.7,189.3
2020/8/26 3:00,监测点A2,7,8,16,2,40,0.4,29.7,67,1000.1,1.4,194.7
2020/8/26 4:00,监测点A2,6,9,17,1,38,0.4,29.6,68,1000,1.3,203.9
2020/8/26 5:00,监测点A2,7,11,20,5,33,0.4,29.5,70,1000,1.2,217.4
2020/8/26 6:00,监测点A2,7,16,19,9,28,0.5,29.2,71,1000.2,1,213.3
2020/8/26 7:00,监测点A2,8,17,28,8,30,0.5,29.8,69,1000.7,1.3,242.3
2020/8/26 8:00,监测点A2,9,18,30,7,39,0.6,30.7,64,1000.7,1.1,223.2
2020/8/26 9:00,监测点A2,10,22,35,15,51,0.6,31.1,62,1000.6,1.5,195.2
2020/8/26 10:00,监测点A2,10,15,44,12,97,0.5,32.3,56,1000.2,1.8,214.4
2020/8/26 11:00,监测点A2,9,11,34,13,122,0.5,33.5,50,999.7,1.3,233
2020/8/26 12:00,监测点A2,8,13,39,22,105,0.5,33.1,52,998.9,2.3,217.9
2020/8/26 13:00,监测点A2,8,11,34,12,92,0.4,32.8,53,997.4,2.3,186.5
2020/8/26 14:00,监测点A2,8,9,21,13,103,0.5,34.2,46,996.7,2.1,196.5
2020/8/26 15:00,监测点A2,7,10,22,7,107,0.4,35,43,996.1,1.8,198.1
2020/8/26 16:00,监测点A2,7,12,22,0,76,0.4,31.4,55,996.4,3.1,186.8
2020/8/26 17:00,监测点A2,6,20,46,0,51,0.5,29.7,63,997.5,1.4,209.3
2020/8/26 18:00,监测点A2,6,22,28,30,49,0.5,28,74,998.3,2.4,325.9
2020/8/26 19:00,监测点A2,6,25,22,13,44,0.5,26,83,999.7,1.3,211.7
2020/8/26 20:00,监测点A2,7,26,15,11,39,0.5,26.7,77,999.4,2.2,333
2020/8/26 21:00,监测点A2,8,36,11,9,26,0.5,27,77,999.7,1.4,44.7
2020/8/26 22:00,监测点A2,6,32,23,17,30,0.5,27,78,999.8,1.3,88.8
2020/8/26 23:00,监测点A2,6,35,22,14,28,0.5,26.9,77,999.5,0.9,50
2020/8/27 0:00,监测点A2,7,45,16,19,14,0.6,27,77,999.1,1,10.4
2020/8/27 1:00,监测点A2,7,40,26,21,15,0.5,27.1,77,998.6,1.2,57.8
2020/8/27 2:00,监测点A2,7,42,26,20,15,0.6,27.1,76,998.4,1,55.6
2020/8/27 3:00,监测点A2,8,32,27,22,26,0.5,27.1,75,998,1.1,24.7
2020/8/27 4:00,监测点A2,9,42,27,20,16,0.5,27.1,74,997.8,1,22.5
2020/8/27 5:00,监测点A2,8,43,32,17,4,0.5,27.2,76,997.9,1.2,311.2
2020/8/27 6:00,监测点A2,12,38,32,22,6,0.5,27.3,75,998.2,1.2,318.6
2020/8/27 7:00,监测点A2,11,38,36,29,12,0.6,27.4,75,998.5,1.4,325.7
2020/8/27 8:00,监测点A2,11,33,40,25,28,0.6,28,71,999,1.6,345.5
2020/8/27 9:00,监测点A2,10,25,50,28,57,0.5,29.1,64,999.1,1.9,348.3
2020/8/27 10:00,监测点A2,8,25,42,24,75,0.6,29.8,61,999.1,1.9,324.7
2020/8/27 11:00,监测点A2,8,22,45,25,110,0.6,30.5,58,998.7,1.7,334.5
2020/8/27 12:00,监测点A2,8,17,48,27,155,0.5,31.7,52,998.1,1.9,328.2
2020/8/27 13:00,监测点A2,8,16,43,28,179,0.5,32.3,49,997.6,1.4,303.9
2020/8/27 14:00,监测点A2,8,16,44,27,197,0.5,33,47,997,1.6,265.1
2020/8/27 15:00,监测点A2,8,17,48,23,207,0.5,33.5,46,996.7,1.3,276
2020/8/27 16:00,监测点A2,8,15,53,25,183,0.5,33.9,43,996.5,1.4,242
2020/8/27 17:00,监测点A2,10,19,44,19,179,0.6,33.5,44,996.7,1.3,264.3
2020/8/27 18:00,监测点A2,10,27,47,27,157,0.6,32.7,47,997,1.5,198.3
2020/8/27 19:00,监测点A2,10,35,52,27,112,0.7,31.7,54,997.7,2,176.7
2020/8/27 20:00,监测点A2,8,30,55,34,85,0.8,30.1,67,998.6,2.5,179.2
2020/8/27 21:00,监测点A2,10,31,59,30,69,0.7,29.7,69,999.3,2.4,176.8
2020/8/27 22:00,监测点A2,11,28,56,35,58,0.7,29.6,69,999.8,2,174.7
2020/8/27 23:00,监测点A2,11,27,46,24,50,0.6,29.4,69,999.8,1.5,174.4
2020/8/28 0:00,监测点A2,9,25,45,17,46,0.6,29.2,71,999.7,1.9,181.3
2020/8/28 1:00,监测点A2,8,18,41,23,55,0.5,29,71,999.5,1.5,181.7
2020/8/28 2:00,监测点A2,7,14,39,27,59,0.5,28.7,72,999.2,1,200.7
2020/8/28 3:00,监测点A2,8,14,31,17,57,0.5,28.5,73,999.1,0.9,205.7
2020/8/28 4:00,监测点A2,8,16,27,19,51,0.5,28.3,74,999.4,1.1,157.4
2020/8/28 5:00,监测点A2,8,18,32,22,46,0.5,28.2,75,999.9,0.6,182.6
2020/8/28 6:00,监测点A2,8,25,36,23,34,0.6,28.3,75,1000.5,0.6,177.4
2020/8/28 7:00,监测点A2,9,33,38,27,30,0.6,29.2,71,1001.1,0.9,172.5
2020/8/28 8:00,监测点A2,12,28,47,22,57,0.6,30.2,64,1001.6,1.2,323.3
2020/8/28 9:00,监测点A2,17,38,54,28,75,0.6,31.2,59,1001.7,1.2,283.4
2020/8/28 10:00,监测点A2,19,31,68,39,117,0.6,32.1,55,1001.5,1.5,315.3
2020/8/28 11:00,监测点A2,18,25,73,41,156,0.6,32.8,50,1001,1.3,303.9
2020/8/28 12:00,监测点A2,15,20,72,42,205,0.6,33.4,47,1000.5,1.2,345.8
2020/8/28 13:00,监测点A2,12,21,73,45,242,0.6,34.5,43,999.7,1.1,288.8
2020/8/28 14:00,监测点A2,10,25,75,44,256,0.6,34.7,42,999.2,1.3,72.4
2020/8/28 15:00,监测点A2,8,31,74,43,241,0.7,31.7,55,998.9,2.3,149.1
2020/8/28 16:00,监测点A2,7,31,76,47,201,0.6,30.4,57,999.1,2,145.4
2020/8/28 17:00,监测点A2,7,33,54,42,175,0.7,31.4,51,999.6,2.4,165.5
2020/8/28 18:00,监测点A2,8,50,52,32,149,0.8,31.9,49,1000,1.8,163.5
2020/8/28 19:00,监测点A2,9,46,67,41,151,0.9,31,55,1000.3,2.4,160.1
2020/8/28 20:00,监测点A2,9,29,87,49,159,0.7,29.5,60,1001.2,2.6,158.3
2020/8/28 21:00,监测点A2,12,42,63,41,122,0.8,29.4,62,1001.9,1.1,167.7
2020/8/28 22:00,监测点A2,12,39,71,46,114,0.8,29.3,62,1001.9,1.2,161.2
2020/8/28 23:00,监测点A2,14,42,72,50,102,0.8,29.1,62,1002.1,1.8,170.6
2020/8/29 0:00,监测点A2,14,41,74,55,92,0.8,29.2,62,1001.9,1.7,172.8
2020/8/29 1:00,监测点A2,11,25,75,50,103,0.7,29.1,65,1001.7,1.3,200.4
2020/8/29 2:00,监测点A2,9,16,62,43,109,0.6,29,67,1001.5,1.1,212.1
2020/8/29 3:00,监测点A2,8,15,59,38,97,0.6,28.8,70,1001.6,0.9,202.2
2020/8/29 4:00,监测点A2,10,17,52,37,87,0.6,28.6,71,1001.6,0.6,239.8
2020/8/29 5:00,监测点A2,10,38,54,35,56,0.6,28.6,71,1001.8,0.5,81.3
2020/8/29 6:00,监测点A2,13,48,64,48,32,0.6,28.4,74,1002.4,1.2,159.9
2020/8/29 7:00,监测点A2,10,47,61,46,45,0.8,28.9,71,1003,1.4,164.6
2020/8/29 8:00,监测点A2,12,29,63,40,92,0.8,30.2,63,1003.6,1.2,166.5
2020/8/29 9:00,监测点A2,12,23,64,38,129,0.7,31.9,55,1003.9,0.9,225.5
2020/8/29 10:00,监测点A2,12,21,62,44,179,0.7,32.7,52,1003.6,1.2,267
2020/8/29 11:00,监测点A2,11,21,73,49,236,0.7,33.5,50,1003,1.4,220.7
2020/8/29 12:00,监测点A2,10,21,84,56,263,0.7,33.8,48,1002.2,1.3,251.9
2020/8/29 13:00,监测点A2,8,28,86,59,224,0.7,31.7,56,1001.4,2.3,130.6
2020/8/29 14:00,监测点A2,7,34,73,58,167,0.7,30.5,57,1000.7,1.6,127.2
2020/8/29 15:00,监测点A2,8,45,63,48,175,0.7,32.7,52,1000.2,1.5,169.5
2020/8/29 16:00,监测点A2,8,39,75,54,216,0.8,33.4,49,1000,1.3,152.1
2020/8/29 17:00,监测点A2,9,36,91,61,225,0.8,34.1,46,1000.2,0.9,149.5
2020/8/29 18:00,监测点A2,8,42,88,52,189,0.9,33.2,48,1000.8,1.6,72.8
2020/8/29 19:00,监测点A2,7,41,86,55,107,0.7,31.4,49,1001.1,0.9,89.4
2020/8/29 20:00,监测点A2,7,56,58,37,81,0.8,31.4,49,1001.9,1.1,150.8
2020/8/29 21:00,监测点A2,9,59,66,39,76,0.9,31.2,55,1002.9,1.1,167
2020/8/29 22:00,监测点A2,12,32,82,41,99,0.8,30.6,61,1003.4,2,158.8
2020/8/29 23:00,监测点A2,14,30,65,38,97,0.8,30.3,60,1003.3,1.6,168.6
2020/8/30 0:00,监测点A2,12,34,57,35,74,0.8,30,63,1003.1,1.3,170.9
2020/8/30 1:00,监测点A2,10,20,60,32,88,0.7,29.9,63,1002.9,1.1,175.3
2020/8/30 2:00,监测点A2,9,21,48,33,77,0.7,29.8,65,1002.4,1,204
2020/8/30 3:00,监测点A2,8,21,50,35,67,0.6,29.6,69,1002.1,0.7,213.8
2020/8/30 4:00,监测点A2,8,17,51,38,69,0.6,29.3,72,1002.1,0.8,228.6
2020/8/30 5:00,监测点A2,8,16,48,34,64,0.7,29.2,72,1002.5,0.6,269.5
2020/8/30 6:00,监测点A2,9,21,58,36,53,0.7,29.3,72,1003.1,0.6,283.5
2020/8/30 7:00,监测点A2,11,41,56,37,38,0.8,30.2,68,1003.9,0.6,62.9
2020/8/30 8:00,监测点A2,11,33,64,46,67,0.8,31,64,1004.5,1.2,47.6
2020/8/30 9:00,监测点A2,11,31,74,43,105,0.8,32.2,57,1004.7,1.2,339
2020/8/30 10:00,监测点A2,10,28,73,45,145,0.7,32.6,55,1004.5,1.6,340.4
2020/8/30 11:00,监测点A2,10,27,79,45,188,0.7,33.3,51,1003.9,1.9,338.5
2020/8/30 12:00,监测点A2,10,24,90,56,191,0.7,32.7,51,1003.3,1.5,329.1
2020/8/30 13:00,监测点A2,8,23,75,55,182,0.7,32.5,51,1002.7,1.6,211.2
2020/8/30 14:00,监测点A2,9,24,72,55,205,0.7,33,50,1001.9,1.2,261.1
2020/8/30 15:00,监测点A2,9,21,75,50,231,0.7,34.5,45,1001.4,1,247.6
2020/8/30 16:00,监测点A2,8,26,78,55,224,0.7,34.2,46,1001.2,1.9,171.7
2020/8/30 17:00,监测点A2,9,36,88,56,182,0.8,31.7,56,1001.3,2.3,164.6
2020/8/30 18:00,监测点A2,9,50,89,55,160,1,31.3,58,1001.8,1.3,163.3
2020/8/30 19:00,监测点A2,9,52,95,69,130,1,31.3,56,1002.2,1.5,155
2020/8/30 20:00,监测点A2,9,36,92,60,126,0.9,30.9,55,1003,1.6,163.8
2020/8/30 21:00,监测点A2,9,35,79,46,105,0.9,30.4,60,1004,2,160
2020/8/30 22:00,监测点A2,10,35,83,53,95,0.9,30,64,1004.5,1.9,164.6
2020/8/30 23:00,监测点A2,11,34,83,55,86,0.8,29.8,67,1004.8,1.5,166.4
2020/8/31 0:00,监测点A2,10,24,79,56,94,0.8,29.7,68,1004.7,1.9,157.9
2020/8/31 1:00,监测点A2,9,19,69,47,93,0.7,29.6,69,1004.7,1.5,160.4
2020/8/31 2:00,监测点A2,8,19,71,51,87,0.7,29.5,70,1004.3,1.4,172.8
2020/8/31 3:00,监测点A2,9,17,66,49,82,0.7,29.2,72,1004.1,1.1,165.3
2020/8/31 4:00,监测点A2,10,16,65,49,77,0.6,29.2,71,1004.3,0.8,163.9
2020/8/31 5:00,监测点A2,8,27,54,40,67,0.6,28.3,75,1004.5,1.8,344.8
2020/8/31 6:00,监测点A2,9,19,45,34,81,0.5,27.2,74,1005.1,2.3,348.1
2020/8/31 7:00,监测点A2,7,26,12,14,74,0.6,27.5,72,1005.5,1.1,320.1
2020/8/31 8:00,监测点A2,7,39,15,14,59,0.7,28.4,70,1005.5,1,290.9
2020/8/31 9:00,监测点A2,8,38,32,18,84,0.7,31,59,1006,0.8,34.3
2020/8/31 10:00,监测点A2,8,29,42,25,123,0.7,31.9,56,1006,1,201.1
2020/8/31 11:00,监测点A2,7,26,50,34,160,0.7,32,56,1005.7,1.6,306
2020/8/31 12:00,监测点A2,7,29,53,32,183,0.8,32.3,55,1005,1.7,320.7
2020/8/31 13:00,监测点A2,8,26,64,43,238,0.8,32.4,55,1004,2.6,315.7
2020/8/31 14:00,监测点A2,8,19,88,61,130,0.6,30.9,58,1003.4,2.5,332
2020/8/31 15:00,监测点A2,8,23,56,38,190,0.7,32.8,53,1002.6,2.7,327.3
2020/8/31 16:00,监测点A2,8,23,73,55,155,0.6,33.7,48,1002.1,2.8,344.4
2020/8/31 17:00,监测点A2,7,26,58,34,112,0.6,33.8,45,1002,2.5,5.7
2020/8/31 18:00,监测点A2,8,31,49,25,78,0.7,33.2,46,1002.2,2.4,18.3
2020/8/31 19:00,监测点A2,7,40,45,28,62,0.7,32.4,49,1002.8,1.7,3.8
2020/8/31 20:00,监测点A2,7,43,58,38,53,0.8,32,52,1003.3,1.5,7.1
2020/8/31 21:00,监测点A2,8,50,60,36,38,0.8,31.9,53,1004.2,1.1,14.4
2020/8/31 22:00,监测点A2,8,55,66,38,25,0.7,31.7,54,1004.9,0.8,48
2020/8/31 23:00,监测点A2,10,59,58,36,15,0.8,31.6,55,1004.7,0.8,39.9
2020/9/1 0:00,监测点A2,9,67,86,41,6,0.8,31.3,57,1004.2,1,167.7
2020/9/1 1:00,监测点A2,10,65,70,35,6,1,30.3,66,1003.8,1.5,168.4
2020/9/1 2:00,监测点A2,12,60,81,53,8,1,29.6,73,1003.5,1.4,176.8
2020/9/1 3:00,监测点A2,11,63,94,61,7,1.1,29.5,74,1003.3,1.2,176.6
2020/9/1 4:00,监测点A2,10,62,100,68,5,1,29.2,75,1003.2,1.4,165.2
2020/9/1 5:00,监测点A2,12,69,105,68,3,1,29.1,74,1003.2,0.9,172.6
2020/9/1 6:00,监测点A2,15,73,98,63,6,1.1,29.3,72,1003.5,0.8,219.4
2020/9/1 7:00,监测点A2,19,71,107,70,15,1.1,30.1,67,1004,1.4,283.8
2020/9/1 8:00,监测点A2,20,59,115,67,44,1,31.4,60,1004.6,1.5,313.8
2020/9/1 9:00,监测点A2,17,36,98,55,92,0.8,32.6,52,1004.7,2.2,358
2020/9/1 10:00,监测点A2,13,28,74,49,144,0.8,33.5,48,1004.7,2.3,333.6
2020/9/1 11:00,监测点A2,12,23,72,43,172,0.7,34.4,44,1004.3,1.7,0.4
2020/9/1 12:00,监测点A2,9,18,66,44,187,0.7,34.7,43,1003.6,1.5,20
2020/9/1 13:00,监测点A2,8,14,57,36,186,0.6,35.5,40,1002.6,1.8,6.8
2020/9/1 14:00,监测点A2,8,16,49,33,203,0.6,36.4,38,1001.9,1.3,20.3
2020/9/1 15:00,监测点A2,7,16,56,34,204,0.6,36.3,38,1001.2,1.5,30.6
2020/9/1 16:00,监测点A2,8,16,54,30,218,0.6,36.4,39,1001,1.7,329.4
2020/9/1 17:00,监测点A2,7,19,63,36,167,0.6,36,39,1001.2,1.9,5.5
2020/9/1 18:00,监测点A2,7,25,56,31,131,0.7,31.2,56,1002.4,3.7,10.3
2020/9/1 19:00,监测点A2,6,17,63,30,94,0.5,24.7,81,1003.6,3.2,179.7
2020/9/1 20:00,监测点A2,6,20,16,10,87,0.5,26.3,74,1004.1,2.9,173.6
2020/9/1 21:00,监测点A2,7,20,16,12,77,0.6,26.9,74,1004.8,1.8,194.5
2020/9/1 22:00,监测点A2,7,16,21,15,83,0.5,27.2,71,1004.9,1.3,192.4
2020/9/1 23:00,监测点A2,6,20,13,10,82,0.6,27.7,71,1004.3,0.8,225.3
2020/9/2 0:00,监测点A2,7,29,30,27,60,0.6,28,71,1003.9,0.9,329.5
2020/9/2 1:00,监测点A2,7,49,32,28,28,0.6,28,72,1003.8,0.6,68.2
2020/9/2 2:00,监测点A2,7,39,40,34,35,0.6,28.3,72,1003.8,0.7,179.3
2020/9/2 3:00,监测点A2,8,44,50,37,20,0.7,28,76,1003.6,0.6,158.4
2020/9/2 4:00,监测点A2,10,47,61,42,15,0.7,28.3,76,1003.5,0.7,262.5
2020/9/2 5:00,监测点A2,11,41,66,48,23,0.7,28.6,74,1003.7,1,282.8
2020/9/2 6:00,监测点A2,18,34,75,52,23,0.6,28.8,73,1004.1,1,254.1
2020/9/2 7:00,监测点A2,17,48,74,54,20,1,29.3,71,1004.9,1.2,292.7
2020/9/2 8:00,监测点A2,22,53,96,63,32,1,30.5,66,1005.4,1.3,330.6
2020/9/2 9:00,监测点A2,18,53,98,63,55,1,31.5,62,1005.7,1.5,307.2
2020/9/2 10:00,监测点A2,16,51,99,65,108,1,32,60,1006,1.8,354.7
2020/9/2 11:00,监测点A2,14,36,104,68,174,0.9,33,53,1005.6,2.3,354.9
2020/9/2 12:00,监测点A2,11,22,94,63,217,0.8,34.4,45,1004.8,1.6,24
2020/9/2 13:00,监测点A2,9,20,91,62,250,0.8,35.2,43,1003.9,1.8,341.8
2020/9/2 14:00,监测点A2,8,18,76,54,245,0.7,35.7,40,1003,1.9,356.8
2020/9/2 15:00,监测点A2,8,15,73,46,238,0.7,36.1,39,1002.5,1.5,330.9
2020/9/2 16:00,监测点A2,7,19,70,54,236,0.7,36.2,39,1002.4,1.4,330.8
2020/9/2 17:00,监测点A2,8,20,80,52,210,0.8,35.7,39,1002.4,1.3,319.5
2020/9/2 18:00,监测点A2,8,30,79,54,193,0.8,35.2,40,1002.6,1.4,328.3
2020/9/2 19:00,监测点A2,9,44,93,62,143,1,34,48,1003.2,1.5,185.4
2020/9/2 20:00,监测点A2,11,41,97,65,98,0.8,32.2,62,1003.7,2.2,180.4
2020/9/2 21:00,监测点A2,9,32,102,63,87,0.8,31.6,62,1004.4,1.8,185.7
2020/9/2 22:00,监测点A2,9,31,80,51,73,0.8,31.1,64,1004.6,1.5,172.6
2020/9/2 23:00,监测点A2,9,39,77,46,53,0.9,30.8,65,1004.8,1.4,188.6
2020/9/3 0:00,监测点A2,8,25,78,46,69,0.8,30.6,63,1004.9,1,203.9
2020/9/3 1:00,监测点A2,8,29,66,43,62,0.7,30.5,63,1005.1,0.8,209
2020/9/3 2:00,监测点A2,9,36,70,40,46,0.8,30.1,65,1005,1.3,166.9
2020/9/3 3:00,监测点A2,12,35,62,45,42,0.8,30.1,64,1005,0.7,216.2
2020/9/3 4:00,监测点A2,14,48,69,44,21,0.8,30.1,65,1005.2,0.8,264.5
2020/9/3 5:00,监测点A2,13,57,75,45,12,0.9,29.9,68,1005.4,0.8,212.5
2020/9/3 6:00,监测点A2,13,62,79,51,5,1,29.5,71,1005.8,1.2,227.2
2020/9/3 7:00,监测点A2,20,62,84,52,15,1.1,30.1,68,1006.5,1.4,295.1
2020/9/3 8:00,监测点A2,25,69,113,71,43,1,31.3,60,1007,1.7,328
2020/9/3 9:00,监测点A2,18,54,120,70,105,0.9,32.7,48,1007.3,2.4,5.8
2020/9/3 10:00,监测点A2,12,38,102,55,147,0.8,34,41,1007.3,1.9,10.9
2020/9/3 11:00,监测点A2,10,23,86,48,191,0.7,34.6,40,1007,2.1,34.5
2020/9/3 12:00,监测点A2,10,20,76,48,228,0.7,35.3,40,1006.4,1.6,35.3
2020/9/3 13:00,监测点A2,9,19,75,43,251,0.7,35.8,39,1005.7,1.5,56
2020/9/3 14:00,监测点A2,8,16,83,48,245,0.7,36.1,37,1004.9,1.5,44
