监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2020/4/11 18:00,监测点A3,7,81,85,33,27,1,23.7,75,1010.6,2.4,355.6
2020/4/11 19:00,监测点A3,6,76,83,53,12,0.9,22.4,73,1011.4,3.1,337.6
2020/4/11 20:00,监测点A3,5,49,109,46,22,0.7,21.8,72,1012.5,3.5,341.6
2020/4/11 21:00,监测点A3,5,30,46,28,32,0.7,20.6,69,1013.6,4.5,343.4
2020/4/11 22:00,监测点A3,5,26,31,12,33,0.7,19.2,69,1014.7,4.4,341.2
2020/4/11 23:00,监测点A3,6,27,22,11,29,0.7,18.7,65,1015.4,3.2,336.1
2020/4/12 0:00,监测点A3,6,22,23,11,35,0.7,18.5,61,1015.8,3.4,337.3
2020/4/12 1:00,监测点A3,7,23,20,8,36,0.7,18.1,59,1015.7,3.1,344.2
2020/4/12 2:00,监测点A3,7,24,20,5,33,0.7,17.7,59,1015.3,3.1,338.5
2020/4/12 3:00,监测点A3,8,24,21,6,32,0.7,17.1,58,1015.1,3.2,331.3
2020/4/12 4:00,监测点A3,8,25,17,5,27,0.7,16.3,58,1015.5,3.3,319.1
2020/4/12 5:00,监测点A3,8,22,18,4,28,0.7,15.6,58,1016.2,3.5,315.1
2020/4/12 6:00,监测点A3,7,24,18,5,28,0.7,15.2,58,1016.9,3.5,314.9
2020/4/12 7:00,监测点A3,7,22,16,4,34,0.7,15.8,55,1017.7,3.1,319.7
2020/4/12 8:00,监测点A3,7,23,21,4,43,0.7,16.6,52,1018.6,4.1,335.8
2020/4/12 9:00,监测点A3,6,17,29,5,53,0.6,17.4,48,1018.7,5,339.5
2020/4/12 10:00,监测点A3,6,16,31,3,63,0.6,18.8,42,1018.4,4.3,347.7
2020/4/12 11:00,监测点A3,6,16,25,3,81,0.6,19.6,36,1017.8,5.4,347
2020/4/12 12:00,监测点A3,6,16,29,10,100,0.6,20.7,32,1017.1,4.8,339.7
2020/4/12 13:00,监测点A3,6,16,31,9,114,0.6,21.6,30,1016.3,3.7,330.7
2020/4/12 14:00,监测点A3,6,16,32,14,118,0.5,22,28,1015.4,4.2,338.9
2020/4/12 15:00,监测点A3,6,17,36,9,119,0.5,22.8,24,1015,4,331
2020/4/12 16:00,监测点A3,6,18,39,9,117,0.5,23,23,1014.8,4.2,342.6
2020/4/12 17:00,监测点A3,6,21,34,11,111,0.5,23.2,23,1015.1,4,338.1
2020/4/12 18:00,监测点A3,6,26,37,8,101,0.5,22.7,25,1015.7,3.5,338.1
2020/4/12 19:00,监测点A3,6,32,34,10,92,0.6,21.9,29,1016,1.4,356.6
2020/4/12 20:00,监测点A3,6,31,36,13,86,0.6,21.6,30,1016.8,1.7,3.5
2020/4/12 21:00,监测点A3,6,32,30,12,78,0.5,21.2,31,1017.6,2.4,8.5
2020/4/12 22:00,监测点A3,8,42,30,12,59,0.5,20.6,29,1018,3,20.6
2020/4/12 23:00,监测点A3,8,40,45,15,59,0.5,19.9,27,1017.9,2.9,15.1
2020/4/13 0:00,监测点A3,8,33,42,16,68,0.4,19.1,27,1017.7,3.1,26.4
2020/4/13 1:00,监测点A3,8,34,35,10,68,0.4,18.4,27,1017.6,2.9,18.6
2020/4/13 2:00,监测点A3,7,33,37,9,68,0.4,17.8,28,1017.5,3.4,7
2020/4/13 3:00,监测点A3,7,37,38,12,65,0.5,17.3,31,1017.2,3.4,9.2
2020/4/13 4:00,监测点A3,6,31,38,14,73,0.4,16.9,31,1017.2,2.9,8.3
2020/4/13 5:00,监测点A3,6,29,33,13,74,0.4,16.5,31,1017.7,3.8,3.6
2020/4/13 6:00,监测点A3,6,29,27,16,77,0.4,16.2,30,1018.1,3.1,4.9
2020/4/13 7:00,监测点A3,6,34,27,14,76,0.4,16.5,29,1018.4,2,8.6
2020/4/13 8:00,监测点A3,6,34,27,14,76,0.4,16.5,29,1018.4,1.8,14
2020/4/13 9:00,监测点A3,6,34,30,15,78,0.4,17,28,1018.6,2.2,13
2020/4/13 10:00,监测点A3,7,26,50,18,98,0.4,19.8,23,1019.5,3.5,9.5
2020/4/13 11:00,监测点A3,7,21,57,15,111,0.4,20.8,21,1018.8,3.3,33.1
2020/4/13 12:00,监测点A3,6,20,53,19,121,0.4,21.4,21,1018.1,3,21.4
2020/4/13 13:00,监测点A3,7,18,55,21,132,0.4,22.2,19,1017.3,2.2,40.9
2020/4/13 14:00,监测点A3,7,19,45,14,137,0.4,23.2,19,1016.6,1.8,26.2
2020/4/13 15:00,监测点A3,7,22,48,20,139,0.4,23.2,19,1015.7,1.5,41.7
2020/4/13 16:00,监测点A3,7,28,50,20,133,0.5,22.9,20,1015.6,1.2,2.6
2020/4/13 17:00,监测点A3,8,53,48,18,110,0.6,22.6,23,1015.8,1.4,260
2020/4/13 18:00,监测点A3,14,63,78,32,102,0.6,21.8,26,1015.9,1.5,257.6
2020/4/13 19:00,监测点A3,14,67,92,42,82,0.6,21.4,27,1016.1,1.3,248.3
2020/4/13 20:00,监测点A3,17,81,83,37,60,0.6,21.1,29,1016.7,1.2,267.8
2020/4/13 21:00,监测点A3,17,79,90,40,57,0.6,20.9,31,1016.9,0.6,305.4
2020/4/13 22:00,监测点A3,18,98,92,45,36,0.8,20.9,31,1016.9,0.9,199.7
2020/4/13 23:00,监测点A3,15,108,98,49,26,0.7,20.7,33,1016.9,1.1,258.5
2020/4/14 0:00,监测点A3,16,86,97,52,37,0.7,20.3,35,1016.5,0.9,266.1
2020/4/14 1:00,监测点A3,14,82,95,52,35,0.6,19.7,39,1015.8,1,266.9
2020/4/14 2:00,监测点A3,12,45,88,42,72,0.5,18.5,40,1015.2,0.9,207.7
2020/4/14 3:00,监测点A3,21,74,58,36,33,0.6,18.6,42,1014.7,0.9,162.7
2020/4/14 4:00,监测点A3,16,72,73,38,32,0.6,18.7,41,1014.2,1.1,141.3
2020/4/14 5:00,监测点A3,16,76,78,44,24,0.6,18.8,43,1014.9,1,348.8
2020/4/14 6:00,监测点A3,16,86,77,43,18,0.7,18.6,44,1015.5,1.3,344.7
2020/4/14 7:00,监测点A3,16,80,88,46,27,0.7,19.1,44,1016.7,0.7,325.1
2020/4/14 8:00,监测点A3,19,65,86,50,54,0.7,20.5,38,1017,0.6,290
2020/4/14 9:00,监测点A3,18,70,92,55,63,0.8,20.9,36,1017.2,0.6,319
2020/4/14 10:00,监测点A3,27,86,92,53,52,0.8,21,38,1017.2,1.2,303.8
2020/4/14 11:00,监测点A3,30,81,115,58,71,0.7,21.8,35,1016.6,0.9,288.4
2020/4/14 12:00,监测点A3,21,57,99,55,109,0.7,22.9,33,1015.8,1.1,263.6
2020/4/14 13:00,监测点A3,19,44,94,48,158,0.6,23.9,31,1014.8,1.4,268.4
2020/4/14 14:00,监测点A3,15,43,91,47,189,0.7,23.1,32,1014,1.6,319.1
2020/4/14 15:00,监测点A3,13,50,95,47,180,0.7,22.7,33,1013.7,1.6,311.8
2020/4/14 16:00,监测点A3,13,54,94,47,201,0.7,22.9,32,1013.2,1.1,301.8
2020/4/14 17:00,监测点A3,13,69,112,58,192,0.7,22.8,33,1013.2,1.2,310.3
2020/4/14 18:00,监测点A3,15,102,126,62,98,0.8,22.1,34,1013.4,1.1,295.4
2020/4/14 19:00,监测点A3,17,109,138,66,62,0.9,21.4,37,1014,0.8,308.2
2020/4/14 20:00,监测点A3,18,136,157,73,28,0.9,21.2,38,1014.7,0.7,314.8
2020/4/14 21:00,监测点A3,20,148,151,72,9,0.9,21.1,39,1015.3,0.8,312.1
2020/4/14 22:00,监测点A3,21,155,154,76,4,1,20.6,41,1015.4,0.8,322.4
2020/4/14 23:00,监测点A3,20,156,155,73,3,1.1,20,44,1014.9,0.8,316.6
2020/4/15 0:00,监测点A3,19,148,163,72,2,1.1,19.4,48,1014.6,1.1,318.7
2020/4/15 1:00,监测点A3,16,127,179,83,1,1,19,51,1014.1,0.8,318.7
2020/4/15 2:00,监测点A3,16,120,160,80,2,1.1,18.5,54,1013.4,0.9,321.6
2020/4/15 3:00,监测点A3,17,115,164,86,2,1.1,18.1,58,1013.1,0.7,326
2020/4/15 4:00,监测点A3,20,113,172,85,3,1.1,17.8,59,1013.2,1.1,321.1
2020/4/15 5:00,监测点A3,20,108,192,96,2,1.2,17.6,62,1013.8,1.1,315.4
2020/4/15 6:00,监测点A3,20,99,191,104,3,1.2,17.3,63,1014.4,0.7,300.8
2020/4/15 7:00,监测点A3,27,96,178,101,8,1.2,18.4,58,1015.2,1,292.4
2020/4/15 8:00,监测点A3,0,86,168,98,24,1.2,20.4,50,1015.7,0.7,255.7
2020/4/15 9:00,监测点A3,20,67,170,100,0,0,22.3,41,1015.7,0.7,267.3
2020/4/15 10:00,监测点A3,37,61,153,76,118,0.7,23.5,37,1015.2,1,166.3
2020/4/15 11:00,监测点A3,24,44,117,63,133,0.7,24.2,38,1014.6,1.6,221.2
2020/4/15 12:00,监测点A3,12,28,94,45,159,0.6,25.4,33,1013.6,1.4,250.2
2020/4/15 13:00,监测点A3,11,21,75,38,171,0.6,26,31,1012.5,1.4,203.3
2020/4/15 14:00,监测点A3,20,24,64,36,203,0.6,27.2,30,1011.6,1.2,239.7
2020/4/15 15:00,监测点A3,18,36,83,43,285,0.7,27.1,32,1010.9,2.2,173.3
2020/4/15 16:00,监测点A3,12,30,120,65,269,0.7,27.1,32,1010.7,1.8,152.7
2020/4/15 17:00,监测点A3,10,34,102,58,254,0.7,26.6,36,1010.6,2,147.4
2020/4/15 18:00,监测点A3,11,46,109,51,223,0.8,25.3,43,1010.8,1.9,140.2
2020/4/15 19:00,监测点A3,13,46,120,50,149,0.8,24.3,48,1011.1,1.6,137.3
2020/4/15 20:00,监测点A3,9,53,99,39,109,0.8,23.8,50,1011.6,1.7,142.3
2020/4/15 21:00,监测点A3,10,41,104,41,89,0.8,22.9,57,1012.2,2.3,162.3
2020/4/15 22:00,监测点A3,11,32,94,37,93,0.9,22.2,60,1012.3,2,183.6
2020/4/15 23:00,监测点A3,9,19,72,34,104,0.7,21.7,62,1012,2.5,174.5
2020/4/16 0:00,监测点A3,10,24,63,30,92,0.7,21.3,65,1011.6,1.7,189.7
2020/4/16 1:00,监测点A3,8,20,62,32,90,0.7,21,69,1011.1,1.6,200.5
2020/4/16 2:00,监测点A3,14,35,61,30,69,0.7,20.7,71,1010.7,0.8,204.5
2020/4/16 3:00,监测点A3,12,20,68,29,84,0.7,20.6,72,1010.4,1.2,145.9
2020/4/16 4:00,监测点A3,8,21,58,33,78,0.7,20.4,73,1010.7,0.9,132
2020/4/16 5:00,监测点A3,7,22,69,34,71,0.7,20.3,74,1011.4,1,126.1
2020/4/16 6:00,监测点A3,7,26,69,38,61,0.7,20.2,75,1012.3,0.6,127.9
2020/4/16 7:00,监测点A3,8,28,73,46,70,0.8,20.8,72,1013.1,1.6,145.1
2020/4/16 8:00,监测点A3,12,27,70,39,83,0.8,22.3,64,1014.1,1,185.7
2020/4/16 9:00,监测点A3,29,30,71,39,89,0.7,23.4,58,1014.5,1.5,190.5
2020/4/16 10:00,监测点A3,18,28,70,35,103,0.7,24.5,54,1014.4,1.4,217.6
2020/4/16 11:00,监测点A3,17,31,73,38,123,0.7,25.4,51,1014,1.8,204.3
2020/4/16 12:00,监测点A3,12,24,80,41,148,0.7,26,49,1013,2,191.8
2020/4/16 13:00,监测点A3,9,16,77,39,162,0.6,26.9,45,1011.6,2.1,177.5
2020/4/16 14:00,监测点A3,7,13,63,36,156,0.6,27.8,43,1010.8,1.8,166.6
2020/4/16 15:00,监测点A3,6,14,61,30,166,0.6,27.9,43,1010.2,1.8,161.1
2020/4/16 16:00,监测点A3,6,18,61,31,159,0.6,27.3,49,1009.8,2.3,92.7
2020/4/16 17:00,监测点A3,6,21,73,31,139,0.6,26.7,53,1009.8,2.2,89.9
2020/4/16 18:00,监测点A3,6,26,71,24,111,0.7,25.8,56,1010,2.1,98.5
2020/4/16 19:00,监测点A3,7,24,66,22,90,0.7,25.1,54,1010.7,3.4,160.3
2020/4/16 20:00,监测点A3,6,20,71,26,76,0.6,24.1,53,1011.4,2.9,159.2
2020/4/16 21:00,监测点A3,7,24,50,22,69,0.6,23.7,50,1012.1,2.3,153.2
2020/4/16 22:00,监测点A3,7,25,49,15,72,0.6,23.2,49,1012.5,1.8,155.2
2020/4/16 23:00,监测点A3,7,25,42,17,67,0.5,22.7,53,1012.6,1.5,149.6
2020/4/17 0:00,监测点A3,6,29,43,16,53,0.6,22.2,60,1012.5,1.2,135.4
2020/4/17 1:00,监测点A3,6,31,45,18,45,0.6,22,64,1012.3,1.1,137.5
2020/4/17 2:00,监测点A3,6,19,49,26,58,0.6,21.9,67,1012,0.8,128.6
2020/4/17 3:00,监测点A3,6,19,40,22,54,0.6,21.7,70,1012,0.8,79.2
2020/4/17 4:00,监测点A3,6,19,34,22,51,0.6,21.7,72,1012.2,0.8,83.6
2020/4/17 5:00,监测点A3,6,33,41,20,27,0.6,21.6,74,1012.6,1.4,70.8
2020/4/17 6:00,监测点A3,8,62,53,25,5,0.7,21.6,73,1013.2,1.7,61.4
2020/4/17 7:00,监测点A3,7,50,52,30,17,0.7,22.2,68,1013.8,1.8,67.9
2020/4/17 8:00,监测点A3,8,44,62,27,38,0.7,23.4,63,1014.4,2,82.6
2020/4/17 9:00,监测点A3,8,42,57,28,47,0.6,24,62,1014.6,2.1,129.8
2020/4/17 10:00,监测点A3,7,30,62,26,64,0.6,24.9,58,1014.5,2.2,144.9
2020/4/17 11:00,监测点A3,7,27,56,18,85,0.6,25.9,54,1014.2,1.8,136.6
2020/4/17 12:00,监测点A3,9,29,55,21,94,0.6,26.8,52,1013.5,1.5,212
2020/4/17 13:00,监测点A3,12,25,62,25,124,0.6,27.6,49,1012.7,1.4,198.9
2020/4/17 14:00,监测点A3,6,17,70,29,148,0.6,27.5,48,1011.8,1.6,117.7
2020/4/17 15:00,监测点A3,6,18,65,24,150,0.6,27.8,47,1010.8,1.3,143.3
2020/4/17 16:00,监测点A3,6,19,62,27,139,0.6,27.8,47,1010.4,1.3,162.1
2020/4/17 17:00,监测点A3,6,20,65,23,132,0.6,27.7,48,1010.3,1.7,148.6
2020/4/17 18:00,监测点A3,6,30,61,25,104,0.7,27.1,51,1010.2,1.9,147.7
2020/4/17 19:00,监测点A3,8,32,68,25,73,0.7,26.2,55,1010.4,2.3,148.1
2020/4/17 20:00,监测点A3,7,31,66,24,58,0.7,25.5,56,1011,2.4,166.2
2020/4/17 21:00,监测点A3,8,30,62,24,49,0.7,24.9,56,1011.6,1.9,183.9
2020/4/17 22:00,监测点A3,7,28,55,17,46,0.7,24.4,60,1012.2,1.6,198.5
2020/4/17 23:00,监测点A3,8,27,44,17,45,0.7,24.1,62,1012.3,1.8,172.1
2020/4/18 0:00,监测点A3,6,18,45,22,54,0.6,23.9,64,1012.1,2.4,162.8
2020/4/18 1:00,监测点A3,7,16,43,19,56,0.6,23.7,64,1011.8,1.9,171.4
2020/4/18 2:00,监测点A3,8,23,38,17,46,0.6,23.3,66,1011.5,1.6,174.2
2020/4/18 3:00,监测点A3,11,31,42,23,35,0.7,23,70,1011.2,1.3,124.7
2020/4/18 4:00,监测点A3,12,23,52,28,49,0.6,22.8,73,1011.3,1.4,133.4
2020/4/18 5:00,监测点A3,10,18,49,27,53,0.6,22.6,74,1011.7,1.3,138.1
2020/4/18 6:00,监测点A3,8,23,48,27,49,0.6,22.6,74,1012.4,1,131.5
2020/4/18 7:00,监测点A3,10,25,48,19,49,0.6,23,72,1012.8,1.5,142.9
2020/4/18 8:00,监测点A3,10,24,57,24,55,0.6,23.6,68,1013.3,1.8,138
2020/4/18 9:00,监测点A3,10,28,57,24,53,0.7,24.1,66,1013.4,2.1,110.4
2020/4/18 10:00,监测点A3,8,24,64,27,88,0.7,25.8,57,1013.6,1.9,169.8
2020/4/18 11:00,监测点A3,7,20,67,28,92,0.6,26.3,56,1013.2,2.1,193.2
2020/4/18 12:00,监测点A3,6,14,58,24,102,0.6,26.9,53,1012.2,2.4,168.2
2020/4/18 13:00,监测点A3,6,16,58,22,107,0.6,26.9,54,1011.1,2.4,157.8
2020/4/18 14:00,监测点A3,6,15,59,23,107,0.6,27.2,54,1010.2,2.5,160.7
2020/4/18 15:00,监测点A3,6,19,63,21,105,0.6,27,54,1009.8,2.2,152.1
2020/4/18 16:00,监测点A3,6,20,67,26,99,0.6,27.1,53,1009.4,1.9,165.6
2020/4/18 17:00,监测点A3,6,21,68,22,86,0.6,26.8,54,1009.1,2.1,157.9
2020/4/18 18:00,监测点A3,6,25,63,25,75,0.7,26.6,56,1009.3,2.2,156.8
2020/4/18 19:00,监测点A3,7,33,69,25,50,0.7,26.1,58,1009.6,2.4,156.7
2020/4/18 20:00,监测点A3,7,31,65,26,39,0.7,25.5,58,1009.8,2.4,150.7
2020/4/18 21:00,监测点A3,7,31,62,16,35,0.7,25.1,61,1010.2,2.5,156.4
2020/4/18 22:00,监测点A3,6,20,58,22,47,0.6,24.4,67,1011,2.6,160.6
2020/4/18 23:00,监测点A3,6,16,43,23,47,0.6,24.2,70,1010.9,2.9,155.7
2020/4/19 0:00,监测点A3,7,22,41,16,38,0.6,24.1,71,1010.7,1.6,166.4
2020/4/19 1:00,监测点A3,7,20,46,19,36,0.6,24,72,1010.6,0.9,119.6
2020/4/19 2:00,监测点A3,7,19,40,19,37,0.6,24.1,72,1010,1.1,138.5
2020/4/19 3:00,监测点A3,8,22,42,20,29,0.6,23.9,72,1009.5,1,124.5
2020/4/19 4:00,监测点A3,7,40,47,19,10,0.7,23.7,73,1009.6,1,54.8
2020/4/19 5:00,监测点A3,7,41,55,27,8,0.7,23.7,73,1010,1,26.9
2020/4/19 6:00,监测点A3,7,42,51,23,5,0.7,23.6,74,1010.7,1.6,33.5
2020/4/19 7:00,监测点A3,9,40,57,27,9,0.8,23.9,74,1011.4,1.1,126.7
2020/4/19 8:00,监测点A3,9,26,70,28,29,0.7,25,69,1011.7,2.1,155.4
2020/4/19 9:00,监测点A3,8,25,60,22,46,0.7,26,65,1011.8,2.7,156.3
2020/4/19 10:00,监测点A3,7,19,69,29,73,0.7,27.6,59,1011.6,2.7,167.7
2020/4/19 11:00,监测点A3,8,16,58,25,68,0.6,28.9,54,1011.2,2.3,196.4
2020/4/19 12:00,监测点A3,10,17,51,17,76,0.6,29.3,54,1010.7,2,206.8
2020/4/19 13:00,监测点A3,11,16,56,20,88,0.6,29.9,53,1009.9,1.7,191.1
2020/4/19 14:00,监测点A3,10,12,50,22,96,0.6,30.6,50,1009,1.6,206.5
2020/4/19 15:00,监测点A3,12,15,52,20,98,0.6,30.8,50,1008.3,1.7,189.4
2020/4/19 16:00,监测点A3,8,15,50,23,87,0.6,30.4,52,1007.8,1.9,205.5
2020/4/19 17:00,监测点A3,9,19,49,20,75,0.7,29.8,54,1007.8,2.1,207.4
2020/4/19 18:00,监测点A3,6,19,55,20,66,0.7,29,58,1008.1,2.4,171.6
2020/4/19 19:00,监测点A3,6,20,55,20,62,0.7,28.9,58,1008.2,2.6,175
2020/4/19 20:00,监测点A3,6,20,55,20,62,0.7,28.9,58,1008.2,2.6,175
2020/4/19 21:00,监测点A3,8,22,53,21,31,0.8,27,67,1009.9,2.1,175.7
2020/4/19 22:00,监测点A3,8,17,48,24,26,0.7,25.8,70,1010.6,2.6,175.8
2020/4/19 23:00,监测点A3,8,17,38,16,25,0.6,25.6,72,1010.7,2,183.6
2020/4/20 0:00,监测点A3,8,18,32,17,23,0.6,25.4,72,1010.3,1.7,188.9
2020/4/20 1:00,监测点A3,10,27,29,15,12,0.6,25.1,74,1009.9,1.4,206.1
2020/4/20 2:00,监测点A3,13,26,34,16,12,0.7,24.9,75,1009.1,1.3,172.5
2020/4/20 3:00,监测点A3,14,27,38,14,10,0.7,24.8,76,1008.9,0.9,180.3
2020/4/20 4:00,监测点A3,15,28,37,16,8,0.7,24.7,76,1009.2,0.7,201.3
2020/4/20 5:00,监测点A3,14,27,34,17,7,0.9,24.6,76,1009.8,0.6,223.7
2020/4/20 6:00,监测点A3,12,25,38,20,9,1.2,24.7,76,1010.4,0.4,190.2
2020/4/20 7:00,监测点A3,9,19,37,28,15,0.7,25.2,73,1011.4,1.5,147.1
2020/4/20 8:00,监测点A3,10,17,34,19,24,0.7,26.6,66,1012.3,1.2,167.4
2020/4/20 9:00,监测点A3,10,20,39,17,29,0.7,27.2,63,1012.9,1.1,216.1
2020/4/20 10:00,监测点A3,14,21,35,19,45,0.6,28.4,58,1012.5,1.3,205.1
2020/4/20 11:00,监测点A3,9,15,44,17,71,0.5,29.7,51,1011.7,2.1,206.4
2020/4/20 12:00,监测点A3,7,12,37,13,86,0.5,30.5,49,1010.6,2.2,213.1
2020/4/20 13:00,监测点A3,6,8,37,22,93,0.5,31.1,46,1009.4,2.3,183.2
2020/4/20 14:00,监测点A3,6,7,35,16,99,0.5,31.3,46,1008.4,2.3,176.9
2020/4/20 15:00,监测点A3,6,10,37,14,104,0.5,31.7,46,1007.7,1.8,164.4
2020/4/20 16:00,监测点A3,6,17,37,16,96,0.6,31,51,1007.2,2.4,89.2
2020/4/20 17:00,监测点A3,7,23,53,21,80,0.7,29.7,56,1007.2,2.6,65.6
2020/4/20 18:00,监测点A3,7,39,54,22,39,0.7,29.1,60,1007.5,2.1,71.2
2020/4/20 19:00,监测点A3,8,28,66,25,29,0.6,29.1,56,1008.5,2.2,160.9
2020/4/20 20:00,监测点A3,7,21,49,14,28,0.7,28.2,62,1009.4,2.7,166.6
2020/4/20 21:00,监测点A3,6,18,40,15,25,0.6,27.4,65,1009.9,2.8,163.1
2020/4/20 22:00,监测点A3,6,17,31,12,23,0.6,26.9,67,1010.3,2.7,158.1
2020/4/20 23:00,监测点A3,7,16,29,11,24,0.6,26.5,68,1010.5,2,176.1
2020/4/21 0:00,监测点A3,6,14,27,12,23,0.7,26.3,69,1010.3,2,160.9
2020/4/21 1:00,监测点A3,7,19,26,13,17,0.6,26,71,1010,1.9,149.8
2020/4/21 2:00,监测点A3,8,17,28,18,17,0.6,26,71,1009.5,1.8,134.9
2020/4/21 3:00,监测点A3,7,16,25,11,15,0.5,26,72,1008.8,2.3,133.4
2020/4/21 4:00,监测点A3,6,25,25,14,5,0.6,25.9,73,1008.8,1,147.9
2020/4/21 5:00,监测点A3,6,19,26,12,10,0.5,25.8,74,1009.1,1.3,144.1
2020/4/21 6:00,监测点A3,6,19,18,10,10,0.5,25.8,73,1009.7,1.2,135.7
2020/4/21 7:00,监测点A3,7,17,22,12,14,0.6,26.1,70,1010.3,1.8,149.9
2020/4/21 8:00,监测点A3,7,17,30,13,18,0.7,26.7,67,1010.7,2.3,149.4
2020/4/21 9:00,监测点A3,7,15,38,18,27,0.6,27.7,63,1010.7,3.3,156.3
2020/4/21 10:00,监测点A3,7,15,41,13,48,0.5,28.6,59,1010.5,3.2,166.1
2020/4/21 11:00,监测点A3,6,12,40,15,62,0.5,29.4,56,1010.2,3.2,167.9
2020/4/21 12:00,监测点A3,5,12,39,15,68,0.6,29.9,55,1009.7,2.5,179.6
2020/4/21 13:00,监测点A3,5,8,37,17,73,0.6,30.2,54,1008.6,3.2,171.5
2020/4/21 14:00,监测点A3,5,10,37,17,69,0.6,30.2,54,1007.8,3.2,178.5
2020/4/21 15:00,监测点A3,5,13,35,13,64,0.6,29.8,55,1007.5,3.1,168.7
2020/4/21 16:00,监测点A3,5,15,39,12,54,0.6,29.6,56,1007.4,3.4,169.3
2020/4/21 17:00,监测点A3,6,18,37,12,46,0.7,29,58,1007.8,3.6,170.2
2020/4/21 18:00,监测点A3,6,22,44,16,33,0.7,28.7,59,1008.2,3,169.5
2020/4/21 19:00,监测点A3,7,23,43,11,24,0.7,28,62,1008.7,2.7,165.6
2020/4/21 20:00,监测点A3,7,19,42,18,23,0.7,27.5,63,1009.5,3.1,162.9
2020/4/21 21:00,监测点A3,7,19,35,16,20,0.7,27.1,65,1010.4,3,166.4
2020/4/21 22:00,监测点A3,7,18,30,11,19,0.6,26.8,67,1011,2.7,163.4
2020/4/21 23:00,监测点A3,7,18,26,17,18,0.6,26.5,68,1011.2,1.9,161.7
2020/4/22 0:00,监测点A3,8,16,25,11,19,0.7,26.4,68,1011,1.5,174.4
2020/4/22 1:00,监测点A3,9,16,21,12,18,0.6,26.2,69,1010.6,1.2,142.2
2020/4/22 2:00,监测点A3,7,15,25,11,18,0.6,26.1,69,1010.3,1.7,145.2
2020/4/22 3:00,监测点A3,6,21,23,13,11,0.6,26.1,71,1009.9,1.3,115.6
2020/4/22 4:00,监测点A3,5,30,26,11,4,0.7,23.8,75,1010.2,2.1,334.8
2020/4/22 5:00,监测点A3,5,28,19,12,9,0.8,21.9,79,1010.5,2.2,335.9
2020/4/22 6:00,监测点A3,5,31,21,10,7,0.9,21.5,79,1011.1,2,311.1
2020/4/22 7:00,监测点A3,5,33,20,12,6,0.9,21.1,79,1012,1.5,306.7
2020/4/22 8:00,监测点A3,5,36,19,11,6,1,20.8,80,1012.6,2.2,317.7
2020/4/22 9:00,监测点A3,0,39,21,13,5,1,20.9,80,1012.9,1.7,289.3
2020/4/22 10:00,监测点A3,7,33,22,12,0,0,21,81,1012.9,1.7,322.8
2020/4/22 11:00,监测点A3,5,43,32,12,0,0.9,20.6,81,1012.6,1.8,307.2
2020/4/22 12:00,监测点A3,5,49,27,12,5,1,20.4,81,1012.5,2.7,325.9
2020/4/22 13:00,监测点A3,5,38,20,12,25,0.9,19,80,1012.5,2.8,326.1
2020/4/22 14:00,监测点A3,5,26,11,5,38,0.9,18.9,79,1011.7,3.2,354.5
2020/4/22 15:00,监测点A3,5,28,6,-1,35,0.8,19.2,77,1011.2,3.4,14.8
2020/4/22 16:00,监测点A3,5,39,8,0,22,0.9,19.3,78,1011.1,2.7,7.8
2020/4/22 17:00,监测点A3,5,44,11,12,19,0.9,18.9,79,1012.8,3,320.8
2020/4/22 18:00,监测点A3,5,35,12,9,30,0.9,17.7,79,1014.7,4.2,330.9
2020/4/22 19:00,监测点A3,5,33,10,6,32,0.9,17.8,80,1014.7,3.1,10.9
2020/4/22 20:00,监测点A3,5,28,9,5,36,0.9,17.8,80,1015.3,2.4,39.5
2020/4/22 21:00,监测点A3,5,31,6,2,30,0.9,18.1,80,1015.9,1.3,55.1
2020/4/22 22:00,监测点A3,5,38,6,0,18,0.9,18.5,80,1014.6,2.1,89.9
2020/4/22 23:00,监测点A3,6,36,12,1,20,0.9,18.9,80,1013.2,2.4,76
2020/4/23 0:00,监测点A3,6,45,13,6,11,0.8,19.3,79,1013.7,1.3,352.5
2020/4/23 1:00,监测点A3,5,47,15,7,6,0.9,19.3,78,1013.8,1.9,344.5
2020/4/23 2:00,监测点A3,5,45,16,8,7,0.9,19.3,78,1013.8,1.7,329
2020/4/23 3:00,监测点A3,5,38,19,13,10,0.9,18.7,79,1014.3,2.2,318.6
2020/4/23 4:00,监测点A3,5,28,21,14,21,0.8,18.2,80,1014.7,1.9,309.8
2020/4/23 5:00,监测点A3,5,28,16,8,24,0.9,17.9,81,1015.2,2.1,322.1
2020/4/23 6:00,监测点A3,5,33,20,8,18,0.9,17.9,81,1015.9,2.6,325.3
2020/4/23 7:00,监测点A3,5,38,19,9,15,1,18,81,1015.9,1.2,354.9
2020/4/23 8:00,监测点A3,5,37,28,7,16,1,18.5,78,1016,1,0.7
2020/4/23 9:00,监测点A3,6,37,22,8,17,1,19,75,1016.8,1.5,345.8
2020/4/23 10:00,监测点A3,6,38,27,11,17,1,19.4,73,1016.8,1.9,3.1
