监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),近地风速(m/s),风向(°)
2020/7/24 20:00,监测点A1,12,19,45,13,50,0.5,31.9,61.646,3.3,176
2020/7/24 21:00,监测点A1,12,19,29,10,29,0.5,30.9,66.312,2.8,170
2020/7/24 22:00,监测点A1,12,20,22,8,22,0.5,30.3,69.549,1.9,172
2020/7/24 23:00,监测点A1,9,15,22,3,23,0.5,30.1,69.505,1.3,143
2020/7/25 0:00,监测点A1,9,15,21,1,20,0.5,29.6,68.656,1.3,284
2020/7/25 1:00,监测点A1,9,16,16,2,22,0.4,29.3,65.67,1.6,264
2020/7/25 2:00,监测点A1,9,11,11,2,25,0.4,28.7,68.889,1.2,264
2020/7/25 3:00,监测点A1,8,7,9,1,28,0.4,28.3,70.942,1,350
2020/7/25 4:00,监测点A1,10,12,10,2,22,0.5,28.1,73.098,1.4,274
2020/7/25 5:00,监测点A1,9,13,8,2,20,0.4,27.7,74.84,1.5,290
2020/7/25 6:00,监测点A1,10,13,10,8,19,0.5,28.1,74.722,1.3,286
2020/7/25 7:00,监测点A1,11,12,11,7,21,0.5,29.9,69.275,1.3,294
2020/7/25 8:00,监测点A1,16,12,17,5,26,0.5,31.8,63.162,1.8,260
2020/7/25 9:00,监测点A1,15,14,18,7,40,0.5,33.4,56.996,1.2,289
2020/7/25 10:00,监测点A1,15,14,24,5,73,0.5,35.5,51.444,1.3,281
2020/7/25 11:00,监测点A1,15,13,30,13,120,0.5,36.8,48.149,1.4,262
2020/7/25 12:00,监测点A1,12,9,37,11,133,0.5,36.5,49.246,1.8,170
2020/7/25 13:00,监测点A1,12,8,36,16,137,0.5,36.9,48.347,1.6,163
2020/7/25 14:00,监测点A1,10,9,38,15,137,0.5,37.6,46.173,2.1,174
2020/7/25 15:00,监测点A1,9,10,40,14,136,0.5,38.2,44.203,1.4,176
2020/7/25 16:00,监测点A1,9,11,35,14,145,0.5,37.7,44.793,1.8,178
2020/7/25 17:00,监测点A1,10,13,37,20,140,0.5,36.9,45.632,1.7,183
2020/7/25 18:00,监测点A1,11,16,38,15,121,0.5,34.8,52.507,2.3,170
2020/7/25 19:00,监测点A1,13,19,43,11,66,0.6,32.4,59.529,3.8,177
2020/7/25 20:00,监测点A1,15,18,33,15,42,0.5,31.3,62.171,3.7,174
2020/7/25 21:00,监测点A1,16,22,27,2,27,0.5,30.8,66.075,2.7,177
2020/7/25 22:00,监测点A1,15,25,27,5,20,0.6,30.5,67.902,2.2,174
2020/7/25 23:00,监测点A1,12,22,26,5,20,0.5,30.1,68.885,1.7,162
2020/7/26 0:00,监测点A1,10,18,21,6,23,0.5,29.7,66.75,1,82
2020/7/26 1:00,监测点A1,9,15,25,6,28,0.5,29.4,66.189,1.1,284
2020/7/26 2:00,监测点A1,9,5,16,4,39,0.4,28.8,69.847,2,278
2020/7/26 3:00,监测点A1,8,5,13,2,37,0.4,28.3,73.414,1.4,5
2020/7/26 4:00,监测点A1,8,4,10,4,37,0.5,28,74.825,1.3,288
2020/7/26 5:00,监测点A1,8,7,18,8,33,0.4,28,75.747,1.3,312
2020/7/26 6:00,监测点A1,9,11,12,6,27,0.5,28.4,75.391,1.3,258
2020/7/26 7:00,监测点A1,10,10,14,7,28,0.5,29.6,71.825,2.3,265
2020/7/26 8:00,监测点A1,10,7,18,4,37,0.5,31.3,65.979,2.2,264
2020/7/26 9:00,监测点A1,10,7,19,6,54,0.5,33.4,57.484,1.3,92
2020/7/26 10:00,监测点A1,9,9,19,7,74,0.5,34.2,55.433,1.5,136
2020/7/26 11:00,监测点A1,8,5,26,10,85,0.5,36.2,50.064,1.5,79
2020/7/26 12:00,监测点A1,8,4,30,10,96,0.5,36.2,49.45,1.7,240
2020/7/26 13:00,监测点A1,8,4,28,9,99,0.5,37.2,46.961,1.7,173
2020/7/26 14:00,监测点A1,8,6,33,8,110,0.5,37.7,45.04,2.1,176
2020/7/26 15:00,监测点A1,9,8,30,11,117,0.5,37.3,46.69,1.8,171
2020/7/26 16:00,监测点A1,9,10,28,11,98,0.5,35.4,50.4,2,169
2020/7/26 17:00,监测点A1,9,9,33,7,76,0.5,34.1,53.578,3,172
2020/7/26 18:00,监测点A1,11,16,22,7,58,0.5,32.8,57.746,2.8,172
2020/7/26 19:00,监测点A1,8,15,40,7,46,0.5,32.1,56.116,1.5,154
2020/7/26 20:00,监测点A1,9,10,33,8,39,0.5,31.2,58.875,1.3,69
2020/7/26 21:00,监测点A1,8,9,19,9,32,0.5,30.6,59.32,1.4,129
2020/7/26 22:00,监测点A1,10,19,13,5,19,0.5,30.1,61.136,1.4,142
2020/7/26 23:00,监测点A1,9,17,23,4,18,0.5,29.6,62.746,1.1,141
2020/7/27 0:00,监测点A1,14,21,21,5,14,0.5,29.2,65.814,1.7,168
2020/7/27 1:00,监测点A1,9,15,21,4,18,0.5,28.6,68.609,1,121
2020/7/27 2:00,监测点A1,9,15,20,2,18,0.5,28.3,70.352,1.4,170
2020/7/27 3:00,监测点A1,8,17,19,2,17,0.5,28.1,72.155,0.8,114
2020/7/27 4:00,监测点A1,8,15,15,1,17,0.5,27.8,73.991,1.4,168
2020/7/27 5:00,监测点A1,8,16,20,4,17,0.5,27.8,74.596,0.9,156
2020/7/27 6:00,监测点A1,9,16,14,6,17,0.5,28.5,73.724,1.7,174
2020/7/27 7:00,监测点A1,11,14,17,4,22,0.5,29.7,70.171,1.5,166
2020/7/27 8:00,监测点A1,10,10,20,3,31,0.5,31.4,62.493,1.7,270
2020/7/27 9:00,监测点A1,9,9,21,2,40,0.4,31.6,62.018,1.8,264
2020/7/27 10:00,监测点A1,9,6,17,5,50,0.4,34.4,51.743,1.7,222
2020/7/27 11:00,监测点A1,8,6,13,5,64,0.4,35.8,48.361,2.1,266
2020/7/27 12:00,监测点A1,8,5,24,4,67,0.4,35.8,47.811,2.1,252
2020/7/27 13:00,监测点A1,8,4,27,4,61,0.4,36.7,44.141,2.3,265
2020/7/27 14:00,监测点A1,8,6,16,2,64,0.4,36.9,42.664,1.4,126
2020/7/27 15:00,监测点A1,8,9,14,3,73,0.4,36.4,44.487,1.6,165
2020/7/27 16:00,监测点A1,11,24,18,1,97,0.5,34.9,52.181,3.5,161
2020/7/27 17:00,监测点A1,10,12,35,4,76,0.4,34,52.956,3.9,182
2020/7/27 18:00,监测点A1,9,13,31,8,51,0.5,32.6,55.068,4.3,175
2020/7/27 19:00,监测点A1,10,15,29,6,35,0.5,31.3,59.495,4.2,175
2020/7/27 20:00,监测点A1,11,14,26,5,28,0.4,30.4,63.694,2.7,168
2020/7/27 21:00,监测点A1,8,11,22,4,28,0.4,29.9,65.999,1.8,162
2020/7/27 22:00,监测点A1,9,14,16,2,21,0.4,29.5,67.705,1.5,148
2020/7/27 23:00,监测点A1,9,12,20,6,23,0.4,29.3,65.036,1.6,164
2020/7/28 0:00,监测点A1,10,14,17,5,22,0.4,28.8,71.149,1.8,166
2020/7/28 1:00,监测点A1,10,10,20,4,25,0.4,28.5,70.883,2.8,174
2020/7/28 2:00,监测点A1,11,12,12,4,23,0.4,28.1,72.938,1.9,174
2020/7/28 3:00,监测点A1,11,14,13,2,20,0.4,28.1,73.553,2,172
2020/7/28 4:00,监测点A1,9,11,17,2,22,0.4,27.9,74.471,1.2,156
2020/7/28 5:00,监测点A1,8,11,13,9,21,0.4,27.8,75.921,0.8,109
2020/7/28 6:00,监测点A1,9,15,16,5,17,0.5,28.4,73.891,0.4,215
2020/7/28 7:00,监测点A1,10,16,17,3,19,0.5,29.6,67.865,0.9,312
2020/7/28 8:00,监测点A1,9,7,22,6,30,0.4,31.7,62.381,1.1,260
2020/7/28 9:00,监测点A1,9,8,18,5,39,0.5,33.2,57.837,1.6,263
2020/7/28 10:00,监测点A1,8,8,14,5,57,0.4,34.7,53.691,1.6,157
2020/7/28 11:00,监测点A1,9,7,20,5,77,0.4,37.1,48.005,1.5,136
2020/7/28 12:00,监测点A1,8,6,24,9,84,0.4,35.8,49.103,1.6,264
2020/7/28 13:00,监测点A1,8,5,24,6,85,0.4,35.6,49.327,1.6,201
2020/7/28 14:00,监测点A1,8,5,15,3,79,0.4,35.6,48.27,1.8,218
2020/7/28 15:00,监测点A1,10,21,13,5,71,0.4,35,49.202,2.2,166
2020/7/28 16:00,监测点A1,10,18,24,5,131,0.5,35,51.59,2.6,160
2020/7/28 17:00,监测点A1,10,16,34,8,109,0.5,34.1,53.51,2.5,172
2020/7/28 18:00,监测点A1,9,23,33,8,63,0.6,31.2,61.48,3.7,162
2020/7/28 19:00,监测点A1,9,17,33,9,43,0.5,29.9,68.152,3.5,168
2020/7/28 20:00,监测点A1,11,21,25,6,21,0.5,30.2,68.256,2.5,172
2020/7/28 21:00,监测点A1,10,13,20,13,24,0.5,30.1,67.724,1.7,124
2020/7/28 22:00,监测点A1,9,12,15,7,24,0.5,29.5,70.767,1.8,169
2020/7/28 23:00,监测点A1,9,14,9,2,19,0.5,29.2,72.637,1.8,174
2020/7/29 0:00,监测点A1,10,15,18,1,18,0.4,28.9,72.936,2.6,173
2020/7/29 1:00,监测点A1,9,12,13,2,20,0.4,28.7,73.175,1.1,140
2020/7/29 2:00,监测点A1,9,13,17,1,18,0.4,28.5,74.235,1,166
2020/7/29 3:00,监测点A1,9,24,14,4,8,0.5,28.2,73.934,0.9,279
2020/7/29 4:00,监测点A1,9,16,19,2,15,0.4,28,74.809,1.2,263
2020/7/29 5:00,监测点A1,9,14,18,2,17,0.4,27.8,76.536,0.9,265
2020/7/29 6:00,监测点A1,10,16,17,4,16,0.5,28.2,75.705,1.2,253
2020/7/29 7:00,监测点A1,13,12,15,5,21,0.5,30.9,66.041,0.9,270
2020/7/29 8:00,监测点A1,13,10,17,3,27,0.4,33,57.936,1,192
2020/7/29 9:00,监测点A1,15,11,22,3,34,0.4,33.7,55.284,1,84
2020/7/29 10:00,监测点A1,12,9,24,2,61,0.4,34.6,49.452,1.4,341
2020/7/29 11:00,监测点A1,11,7,19,0,86,0.4,35.6,46.619,1.4,345
2020/7/29 12:00,监测点A1,9,4,25,0,84,0.4,36.1,43.492,1.3,316
2020/7/29 13:00,监测点A1,9,3,12,1,79,0.3,37,39.812,1.1,332
2020/7/29 14:00,监测点A1,9,3,9,2,85,0.3,37.3,38.411,1.4,335
2020/7/29 15:00,监测点A1,8,5,8,2,100,0.3,38.3,38.641,1.7,262
2020/7/29 16:00,监测点A1,10,17,16,2,126,0.5,34.2,50.357,3.8,178
2020/7/29 17:00,监测点A1,9,16,38,10,102,0.5,31.7,61.473,3.7,174
2020/7/29 18:00,监测点A1,10,21,37,10,100,0.6,31.3,63.455,4.2,174
2020/7/29 19:00,监测点A1,9,22,49,20,87,0.6,31,62.733,4.3,170
2020/7/29 20:00,监测点A1,9,28,38,16,66,0.6,30.1,68.62,3.7,158
2020/7/29 21:00,监测点A1,10,26,32,10,56,0.5,29.6,70.098,3.7,159
2020/7/29 22:00,监测点A1,11,47,21,7,30,0.5,29.5,69.977,3.6,158
2020/7/29 23:00,监测点A1,11,43,35,11,22,0.5,29.3,69.604,3.4,158
2020/7/30 0:00,监测点A1,11,45,16,8,12,0.5,29,70.528,3.6,157
2020/7/30 1:00,监测点A1,11,57,17,5,10,0.6,28.6,72.728,2.1,88
2020/7/30 2:00,监测点A1,9,34,42,13,26,0.5,26.8,79.853,2.6,157
2020/7/30 3:00,监测点A1,9,27,20,10,22,0.5,26.2,83.57,0.7,166
2020/7/30 4:00,监测点A1,10,41,19,9,9,0.6,27.1,80.626,1,163
2020/7/30 5:00,监测点A1,9,38,23,14,8,0.6,27.1,79.777,1.1,82
2020/7/30 6:00,监测点A1,9,33,35,10,10,0.6,27.3,78.805,2,76
2020/7/30 7:00,监测点A1,10,24,27,6,21,0.5,28.7,72.234,1.9,65
2020/7/30 8:00,监测点A1,11,21,33,13,39,0.5,29.3,67.477,2,68
2020/7/30 9:00,监测点A1,11,18,28,10,52,0.5,31.5,57.379,1.7,73
2020/7/30 10:00,监测点A1,10,18,23,6,70,0.5,32.2,55.317,1.8,86
2020/7/30 11:00,监测点A1,10,16,29,5,104,0.5,34.5,50.108,1.7,130
2020/7/30 12:00,监测点A1,9,13,26,11,137,0.5,33.8,49.654,2,60
2020/7/30 13:00,监测点A1,9,15,30,10,168,0.5,34.4,48.022,2.4,132
2020/7/30 14:00,监测点A1,9,18,40,10,198,0.5,34.8,47.986,3.2,162
2020/7/30 15:00,监测点A1,9,22,38,17,180,0.5,34.2,50.09,3.7,160
2020/7/30 16:00,监测点A1,9,23,53,15,87,0.5,30.4,60.594,4.6,172
2020/7/30 17:00,监测点A1,24,36,25,8,85,0.5,31.2,58.332,3.4,168
2020/7/30 18:00,监测点A1,10,35,30,5,78,0.7,31.2,58.65,2.2,164
2020/7/30 19:00,监测点A1,13,40,43,15,50,0.6,31.1,59.239,2.2,164
2020/7/30 20:00,监测点A1,11,31,39,10,36,0.5,30.3,60.84,3.6,162
2020/7/30 21:00,监测点A1,10,34,23,7,37,0.5,29.6,65.868,2.8,160
2020/7/30 22:00,监测点A1,11,39,27,11,32,0.5,29.3,68.727,1.9,157
2020/7/30 23:00,监测点A1,11,42,34,16,24,0.6,29.1,69.55,1.7,74
2020/7/31 0:00,监测点A1,10,23,40,14,47,0.5,29,64.995,2.5,84
2020/7/31 1:00,监测点A1,10,21,27,12,42,0.5,28.8,65.353,2.4,80
2020/7/31 2:00,监测点A1,11,29,32,10,28,0.6,28.4,67.99,2.5,81
2020/7/31 3:00,监测点A1,10,24,35,13,32,0.5,28.4,66.466,2.2,84
2020/7/31 4:00,监测点A1,12,27,29,10,29,0.6,27.9,69.836,3.1,78
2020/7/31 5:00,监测点A1,11,30,31,11,26,0.5,27.4,70.777,3.4,70
2020/7/31 6:00,监测点A1,9,34,32,8,22,0.5,27.6,69.445,3,64
2020/7/31 7:00,监测点A1,11,21,32,5,36,0.5,28.4,66.499,4.3,70
2020/7/31 8:00,监测点A1,12,18,32,6,43,0.5,28.9,64.608,4.5,72
2020/7/31 9:00,监测点A1,11,20,31,5,44,0.5,28.5,66.127,4.7,78
2020/7/31 10:00,监测点A1,11,26,42,7,40,0.6,27.4,73.053,3.1,91
2020/7/31 11:00,监测点A1,10,16,34,15,53,0.5,29.9,62.84,4.1,139
2020/7/31 12:00,监测点A1,9,13,30,7,72,0.5,30.5,59.658,3.2,137
2020/7/31 13:00,监测点A1,9,11,30,0,70,0.4,30.7,58.306,3.8,106
2020/7/31 14:00,监测点A1,9,10,10,1,51,0.4,30.9,57.729,3.7,126
2020/7/31 15:00,监测点A1,9,15,15,2,57,0.5,29.2,64.329,4.3,102
2020/7/31 16:00,监测点A1,8,19,17,1,47,0.5,25.8,84.472,4.2,180
2020/7/31 17:00,监测点A1,9,19,13,3,49,0.5,27.7,73.573,2.8,96
2020/7/31 18:00,监测点A1,8,14,23,4,32,0.5,27.6,70.064,3.8,84
2020/7/31 19:00,监测点A1,8,16,13,3,24,0.5,26.4,74.177,5,82
2020/7/31 20:00,监测点A1,8,22,10,7,15,0.5,24.9,83.215,3.7,84
2020/7/31 21:00,监测点A1,8,21,11,9,13,0.5,25.4,81.012,4,86
2020/7/31 22:00,监测点A1,9,19,8,7,16,0.5,25.6,79.293,4.1,80
2020/7/31 23:00,监测点A1,10,16,8,5,18,0.5,25.9,77.786,4.7,84
2020/8/1 0:00,监测点A1,9,17,13,2,16,0.5,24.9,83.198,2.9,97
2020/8/1 1:00,监测点A1,8,15,14,3,16,0.5,24.8,83.481,2.8,84
2020/8/1 2:00,监测点A1,8,16,11,4,15,0.5,24.8,83.352,3.2,80
2020/8/1 3:00,监测点A1,8,17,13,4,13,0.5,24.8,84.315,3.5,78
2020/8/1 4:00,监测点A1,9,14,10,3,17,0.5,25.6,81.079,3.9,82
2020/8/1 5:00,监测点A1,9,13,13,4,18,0.5,25.3,81.239,3.9,83
2020/8/1 6:00,监测点A1,9,14,9,4,17,0.5,25,83.007,4.3,84
2020/8/1 7:00,监测点A1,9,15,10,3,19,0.5,25.7,80.351,3.9,83
2020/8/1 8:00,监测点A1,9,16,9,3,20,0.5,26.5,77.26,3.2,88
2020/8/1 9:00,监测点A1,9,18,9,2,25,0.5,27.3,75.059,3.2,106
2020/8/1 10:00,监测点A1,11,21,14,10,30,0.5,28.6,71.493,2.9,120
2020/8/1 11:00,监测点A1,11,22,19,8,32,0.5,28.6,69.759,3,136
2020/8/1 12:00,监测点A1,9,18,15,7,59,0.5,29,69.78,3.2,108
2020/8/1 13:00,监测点A1,10,19,13,9,56,0.5,27.5,76.187,3.8,141
2020/8/1 14:00,监测点A1,8,15,10,7,44,0.5,26.1,82.879,4.5,147
2020/8/1 15:00,监测点A1,10,22,13,6,34,0.5,26.9,78.848,2.9,123
2020/8/1 16:00,监测点A1,8,20,13,9,33,0.5,25.5,83.273,3.6,88
2020/8/1 17:00,监测点A1,9,23,13,6,34,0.5,24.8,83.489,4.7,146
2020/8/1 18:00,监测点A1,9,30,26,0,25,0.6,25.1,83.747,3.7,154
2020/8/1 19:00,监测点A1,9,38,15,0,16,0.7,25.6,81.444,2.3,148
2020/8/1 20:00,监测点A1,10,37,16,6,13,0.7,25.6,81.416,1.9,88
2020/8/1 21:00,监测点A1,8,27,16,6,19,0.6,25.5,81.661,2.6,84
2020/8/1 22:00,监测点A1,9,24,20,8,22,0.5,25.6,80.393,3,85
2020/8/1 23:00,监测点A1,8,23,21,9,22,0.5,25.3,81.136,3.3,85
2020/8/2 0:00,监测点A1,8,22,16,5,19,0.5,24.8,83.664,3.8,84
2020/8/2 1:00,监测点A1,8,19,10,4,20,0.5,25,83.508,3.5,83
2020/8/2 2:00,监测点A1,8,16,14,4,20,0.5,25.1,83.402,3.7,82
2020/8/2 3:00,监测点A1,8,13,12,4,22,0.5,25,83.808,3.9,82
2020/8/2 4:00,监测点A1,8,11,9,3,23,0.5,24.4,86.66,3.3,82
2020/8/2 5:00,监测点A1,8,16,9,3,22,0.5,24.5,86.474,3.1,85
2020/8/2 6:00,监测点A1,8,20,8,3,20,0.5,24.2,88.521,1.9,81
2020/8/2 7:00,监测点A1,8,22,6,3,21,0.6,24.6,87.665,1.6,96
2020/8/2 8:00,监测点A1,8,22,4,5,28,0.6,24.9,85.484,2,95
2020/8/2 9:00,监测点A1,8,23,9,3,32,0.6,25.7,83.581,2,120
2020/8/2 10:00,监测点A1,9,23,14,0,44,0.6,26.4,82.528,2,149
2020/8/2 11:00,监测点A1,9,24,14,1,49,0.6,27.7,78.097,1.8,200
2020/8/2 12:00,监测点A1,9,15,17,5,43,0.5,24.9,84.24,2.7,190
2020/8/2 13:00,监测点A1,8,12,6,4,46,0.5,24.3,89.011,1.7,192
2020/8/2 14:00,监测点A1,9,14,3,14,47,0.6,25.9,83.934,1,256
2020/8/2 15:00,监测点A1,12,19,8,7,51,0.6,27.4,80.752,0.8,268
2020/8/2 16:00,监测点A1,20,49,19,5,26,0.6,27,80.856,1.2,270
2020/8/2 17:00,监测点A1,13,33,35,12,40,0.6,26.8,80.249,1.1,286
2020/8/2 18:00,监测点A1,10,23,25,10,50,0.6,26.6,80.673,1.1,34
2020/8/2 19:00,监测点A1,8,22,20,6,43,0.6,24.4,89.453,0.9,78
2020/8/2 20:00,监测点A1,8,31,17,6,24,0.7,25.1,86.117,1.8,174
2020/8/2 21:00,监测点A1,8,27,13,7,23,0.6,25.3,85.1,1.2,161
2020/8/2 22:00,监测点A1,8,29,17,6,18,0.6,25.6,84.793,1.2,84
2020/8/2 23:00,监测点A1,14,27,25,3,23,0.6,25.6,81.163,1.3,86
2020/8/3 0:00,监测点A1,11,23,23,3,21,0.6,25.4,82.29,1.8,78
2020/8/3 1:00,监测点A1,8,19,23,4,24,0.5,25.2,82.298,1.8,86
2020/8/3 2:00,监测点A1,8,17,14,6,24,0.5,25.1,83.597,2.1,78
2020/8/3 3:00,监测点A1,8,19,12,5,19,0.6,24.9,84.678,2.2,63
2020/8/3 4:00,监测点A1,8,18,12,5,21,0.6,24.3,87.342,2.3,74
2020/8/3 5:00,监测点A1,8,12,10,6,36,0.5,24.3,85.842,4,142
2020/8/3 6:00,监测点A1,9,15,6,5,34,0.5,24.6,84.557,3.9,158
2020/8/3 7:00,监测点A1,12,20,3,3,29,0.6,25.3,83.172,2.8,158
2020/8/3 8:00,监测点A1,10,21,14,5,32,0.7,26.8,78.608,2.1,162
2020/8/3 9:00,监测点A1,16,22,21,6,34,0.6,27.2,77.156,1.1,144
2020/8/3 10:00,监测点A1,10,17,9,5,45,0.6,27.7,71.583,1,28
2020/8/3 11:00,监测点A1,8,24,20,3,44,0.6,28,72.22,2,58
2020/8/3 12:00,监测点A1,8,20,13,10,69,0.6,28.4,71.357,2.5,80
2020/8/3 13:00,监测点A1,8,16,16,8,79,0.6,28.6,71.274,2,90
2020/8/3 14:00,监测点A1,10,18,12,5,69,0.6,25.6,87.421,2.2,172
2020/8/3 15:00,监测点A1,8,20,9,22,56,0.6,25.7,84.872,3,98
2020/8/3 16:00,监测点A1,9,30,9,13,53,0.6,26.8,80.538,3.2,158
2020/8/3 17:00,监测点A1,22,38,22,10,43,0.7,26,83.101,3.3,172
2020/8/3 18:00,监测点A1,18,41,17,12,33,0.7,25.6,83.408,3.1,159
2020/8/3 19:00,监测点A1,13,37,21,11,27,0.7,25.8,83.47,2.5,164
2020/8/3 20:00,监测点A1,15,40,24,15,19,0.7,26,83.332,2.5,166
2020/8/3 21:00,监测点A1,23,45,21,8,14,0.6,25.8,83.273,3.1,156
2020/8/3 22:00,监测点A1,12,31,26,5,22,0.6,25.8,83.192,2.7,160
2020/8/3 23:00,监测点A1,12,30,23,6,22,0.6,25.8,83.208,2.6,158
2020/8/4 0:00,监测点A1,9,21,18,5,28,0.6,25.8,83.363,2.4,160
2020/8/4 1:00,监测点A1,9,20,15,5,28,0.5,25.8,83.407,2.3,172
2020/8/4 2:00,监测点A1,8,17,16,2,32,0.6,25.6,83.571,2,174
2020/8/4 3:00,监测点A1,8,15,12,8,35,0.6,25.6,82.755,1.7,176
2020/8/4 4:00,监测点A1,9,20,12,6,30,0.6,25.5,84.188,1.4,176
2020/8/4 5:00,监测点A1,9,26,19,2,21,0.6,25.5,83.938,1.6,164
2020/8/4 6:00,监测点A1,8,28,11,6,19,0.7,25.6,83.788,1.8,168
2020/8/4 7:00,监测点A1,10,22,15,13,27,0.7,26.8,80.693,1.7,170
2020/8/4 8:00,监测点A1,27,23,21,12,35,0.7,28.5,73.655,2.3,159
2020/8/4 9:00,监测点A1,28,21,30,11,47,0.6,29.6,69.438,1.8,166
2020/8/4 10:00,监测点A1,11,18,20,8,84,0.7,31.1,64.833,1.4,178
2020/8/4 11:00,监测点A1,9,15,22,7,121,0.7,32.4,57.919,1.3,177
2020/8/4 12:00,监测点A1,11,13,23,10,147,0.6,33.3,55.967,1.7,176
2020/8/4 13:00,监测点A1,14,13,25,10,161,0.6,34,53.778,2.1,159
2020/8/4 14:00,监测点A1,13,21,34,17,149,0.6,33.2,55.705,2.3,148
2020/8/4 15:00,监测点A1,12,20,31,14,106,0.6,31.2,62.678,4.9,167
2020/8/4 16:00,监测点A1,9,15,24,8,84,0.6,29.9,66.118,4.6,170
2020/8/4 17:00,监测点A1,9,15,23,8,62,0.6,28.9,68.38,2.6,172
2020/8/4 18:00,监测点A1,8,18,13,6,60,0.6,28.3,71.924,3.5,175
2020/8/4 19:00,监测点A1,8,18,23,10,41,0.6,28.1,73.255,3.8,161
2020/8/4 20:00,监测点A1,11,20,18,6,28,0.6,27.6,75.784,4.3,160
2020/8/4 21:00,监测点A1,12,20,18,2,24,0.5,27.3,77.69,4,158
2020/8/4 22:00,监测点A1,13,16,14,3,26,0.6,27.3,76.65,3.4,168
2020/8/4 23:00,监测点A1,9,12,9,1,29,0.5,27.1,75.516,2.6,173
2020/8/5 0:00,监测点A1,10,15,6,1,24,0.6,26.5,79.238,2.6,169
2020/8/5 1:00,监测点A1,10,13,20,6,25,0.6,26.3,80.397,2.7,176
2020/8/5 2:00,监测点A1,8,9,19,5,29,0.5,26.4,78.142,2.7,169
2020/8/5 3:00,监测点A1,11,18,3,1,18,0.5,26.3,79.273,2.9,158
2020/8/5 4:00,监测点A1,9,12,9,3,23,0.5,26.1,81.592,3.6,158
2020/8/5 5:00,监测点A1,8,12,8,6,22,0.5,26.2,82.319,3.3,158
2020/8/5 6:00,监测点A1,8,15,9,7,19,0.5,26.4,81.846,2.8,156
2020/8/5 7:00,监测点A1,10,21,10,6,16,0.6,26.8,79.723,3,154
2020/8/5 8:00,监测点A1,9,17,11,4,21,0.6,25,87.631,4.2,160
2020/8/5 9:00,监测点A1,9,22,9,5,18,0.6,24.8,89.574,4,156
2020/8/5 10:00,监测点A1,11,24,10,4,19,0.7,25.3,87.89,5.2,170
2020/8/5 11:00,监测点A1,11,29,16,6,25,0.8,26.1,84.951,3.8,168
2020/8/5 12:00,监测点A1,11,18,31,12,47,0.7,27,81.069,4.1,170
2020/8/5 13:00,监测点A1,7,9,21,14,35,0.5,27,81.744,1.4,164
2020/8/5 14:00,监测点A1,8,18,0,7,46,0.6,27.4,81.04,1.8,185
2020/8/5 15:00,监测点A1,8,18,16,7,27,0.6,24.5,89.955,2.7,180
2020/8/5 16:00,监测点A1,9,30,13,12,12,0.6,24.4,90.567,3.8,146
2020/8/5 17:00,监测点A1,13,36,12,9,7,0.7,23.8,91.002,3.8,146
2020/8/5 18:00,监测点A1,12,36,25,9,6,0.8,24.1,90.928,2.3,174
2020/8/5 19:00,监测点A1,13,37,22,11,5,0.8,24.3,90.051,1.8,160
2020/8/5 20:00,监测点A1,10,39,23,11,4,0.8,24.4,89.121,1,119
2020/8/5 21:00,监测点A1,10,35,17,14,4,0.8,24.5,88.513,1.1,62
2020/8/5 22:00,监测点A1,10,35,19,9,5,0.7,24.6,88.595,1.5,76
2020/8/5 23:00,监测点A1,13,37,16,10,11,0.7,24.7,89.256,2.3,134
2020/8/6 0:00,监测点A1,15,35,20,11,7,0.7,24.7,88.706,3,151
2020/8/6 1:00,监测点A1,9,24,19,7,7,0.6,24.7,88.491,3.6,161
2020/8/6 2:00,监测点A1,8,15,4,6,12,0.5,24.7,87.696,3.4,162
2020/8/6 3:00,监测点A1,8,14,2,4,12,0.5,24.7,87.314,2.1,162
2020/8/6 4:00,监测点A1,9,16,4,2,9,0.5,24.7,86.948,1.1,156
2020/8/6 5:00,监测点A1,12,22,9,3,5,0.5,24.6,86.229,0.8,154
2020/8/6 6:00,监测点A1,10,22,12,6,6,0.7,24.7,86.725,1.2,92
2020/8/6 7:00,监测点A1,10,22,16,5,9,0.7,25.7,82.96,1.9,94
2020/8/6 8:00,监测点A1,13,26,20,3,14,0.8,28.5,72.724,1.6,93
2020/8/6 9:00,监测点A1,14,34,23,8,26,0.8,29.5,68.921,1.9,90
2020/8/6 10:00,监测点A1,12,38,29,8,54,0.7,30.3,68.458,1.8,154
2020/8/6 11:00,监测点A1,10,28,27,10,73,0.6,31,66.451,3.1,163
2020/8/6 12:00,监测点A1,11,20,31,15,98,0.6,32.1,61.846,2.6,156
2020/8/6 13:00,监测点A1,9,14,25,11,118,0.5,32.8,59.085,3.1,152
2020/8/6 14:00,监测点A1,9,15,22,11,102,0.5,32.2,59.694,3.4,164
2020/8/6 15:00,监测点A1,14,16,24,7,96,0.5,32.8,57.749,3.6,169
2020/8/6 16:00,监测点A1,10,19,24,8,87,0.5,32.3,58.751,3.5,170
2020/8/6 17:00,监测点A1,10,26,29,6,55,0.6,31.1,63.451,2.6,170
