监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),大气压(mBar),风速(m/s),风向(°)
2020/4/21 11:00,监测点C,9,35,46,32,12,0.576,26.6,80,1007.1,0.8,322.9
2020/4/21 12:00,监测点C,9,32,55,34,21,0.618,27.3,77,1006.8,0.8,342
2020/4/21 13:00,监测点C,10,32,53,40,38,0.646,28.3,73,1006.2,0.7,322.9
2020/4/21 14:00,监测点C,9,24,55,46,72,0.586,28.9,69,1005,1.4,303.7
2020/4/21 15:00,监测点C,9,22,56,48,86,0.607,29.2,69,1004.2,1.4,326.3
2020/4/21 16:00,监测点C,9,26,65,44,93,0.558,29.4,68,1003.7,1.4,305.5
2020/4/21 17:00,监测点C,9,36,61,39,95,0.631,29.2,69,1003.6,0.8,317.9
2020/4/21 18:00,监测点C,9,44,75,44,85,0.808,28.9,70,1003.8,1.3,236.5
2020/4/21 19:00,监测点C,8,49,86,40,55,0.881,28.2,75,1004.4,1.4,202.2
2020/4/21 20:00,监测点C,8,54,89,51,36,0.924,26.7,85,1004.9,1.5,175.5
2020/4/21 21:00,监测点C,8,36,60,41,48,0.689,26.1,85,1005.9,0.8,261.7
2020/4/21 22:00,监测点C,8,32,38,30,24,0.791,24.6,85,1007.1,1.5,78.8
2020/4/21 23:00,监测点C,7,17,23,18,33,0.765,24.1,80,1008.1,1.4,163.7
2020/4/22 0:00,监测点C,7,11,25,16,36,0.765,23,79,1008.8,1.9,142.3
2020/4/22 1:00,监测点C,7,8,13,11,43,0.696,22,77,1009,2.4,147.3
2020/4/22 2:00,监测点C,7,6,12,5,44,0.683,21.2,76,1008.9,3.7,156.7
2020/4/22 3:00,监测点C,6,6,8,4,45,0.661,20.6,76,1009,3.9,158
2020/4/22 4:00,监测点C,7,5,7,1,46,0.69,20.1,76,1008.7,3.2,152.9
2020/4/22 5:00,监测点C,7,6,12,1,46,0.686,20.2,74,1008.5,2.5,152.5
2020/4/22 6:00,监测点C,7,10,4,1,42,0.698,20.4,72,1008.7,2,165
2020/4/22 7:00,监测点C,7,13,22,1,36,0.743,19.9,74,1009.3,2.7,154.3
2020/4/22 8:00,监测点C,7,14,14,1,35,0.768,19.8,74,1009.8,1.9,152.6
2020/4/22 9:00,监测点C,7,14,20,1,38,0.801,20.2,72,1010.4,2.2,152.4
2020/4/22 10:00,监测点C,8,19,17,2,40,0.79,19.8,75,1010.6,1.3,160.3
2020/4/22 11:00,监测点C,7,19,20,2,43,0.767,19.2,79,1010.8,1.6,145.4
2020/4/22 12:00,监测点C,7,15,18,1,46,0.763,18.7,81,1011.1,1.9,157.5
2020/4/22 13:00,监测点C,7,12,4,0,46,0.742,18.8,79,1010.9,2.2,173.1
2020/4/22 14:00,监测点C,7,14,6,0,49,0.697,18.7,80,1010.2,2.1,191.9
2020/4/22 15:00,监测点C,7,17,9,0,63,0.661,18.4,80,1009.5,2.2,190.1
2020/4/22 16:00,监测点C,7,22,6,1,63,0.856,17.9,82,1009.1,1.9,188.2
2020/4/22 17:00,监测点C,7,29,6,1,54,0.758,17.6,85,1010.2,1.2,76
2020/4/22 18:00,监测点C,7,23,10,0,57,0.833,17.2,87,1011.4,1.3,157.2
2020/4/22 19:00,监测点C,6,20,6,0,56,0.81,17.4,84,1011.6,2.2,222.3
2020/4/22 20:00,监测点C,6,16,4,0,61,0.777,16.8,87,1011.6,1.6,188.3
2020/4/22 21:00,监测点C,6,18,6,1,54,0.826,16.9,88,1011.6,1.5,216.6
2020/4/22 22:00,监测点C,7,15,7,0,59,0.815,17,85,1011.8,1.4,199
2020/4/22 23:00,监测点C,7,19,5,1,48,0.803,17.1,86,1011.6,1.9,184.7
2020/4/23 0:00,监测点C,7,19,8,1,46,0.767,17.3,86,1012,1,159.7
2020/4/23 1:00,监测点C,7,11,4,0,54,0.763,18,81,1012.2,1.6,144.8
2020/4/23 2:00,监测点C,7,10,4,0,58,0.712,18,80,1011.8,2.3,162.5
2020/4/23 3:00,监测点C,7,8,4,0,62,0.714,18.1,78,1011.6,1.7,156.5
2020/4/23 4:00,监测点C,7,6,3,0,67,0.659,18.2,77,1011.7,1.8,159.1
2020/4/23 5:00,监测点C,7,7,2,0,62,0.669,18.2,76,1012.2,1.4,174.7
2020/4/23 6:00,监测点C,6,17,4,1,38,0.693,17.5,84,1012.5,1.1,315.6
2020/4/23 7:00,监测点C,7,22,11,1,35,0.721,17.5,85,1012.8,1,354.1
2020/4/23 8:00,监测点C,7,24,13,1,35,0.764,17.2,86,1013.1,0.9,266.8
2020/4/23 9:00,监测点C,7,23,9,6,42,0.811,17.7,82,1013.5,1.1,284.1
2020/4/23 10:00,监测点C,7,28,16,10,32,0.809,17.7,83,1014.3,1,33.8
2020/4/23 11:00,监测点C,7,13,11,4,55,0.726,18.5,76,1014.6,2.4,155.2
2020/4/23 12:00,监测点C,7,15,6,4,53,0.736,18.8,75,1014.3,1.7,182.5
2020/4/23 13:00,监测点C,7,15,16,2,50,0.753,18.9,75,1014.1,1.9,165.5
2020/4/23 14:00,监测点C,7,20,7,2,47,0.786,18.9,76,1013.7,1.4,181.8
2020/4/23 15:00,监测点C,6,16,10,1,59,0.735,19.2,73,1013.2,1.9,157.7
2020/4/23 16:00,监测点C,7,17,7,4,68,0.686,19.5,71,1012.5,1.2,196.4
2020/4/23 17:00,监测点C,7,19,15,5,68,0.706,19.5,70,1012.2,1.6,167.5
2020/4/23 18:00,监测点C,6,15,12,3,64,0.73,19,74,1012,2.3,153.2
2020/4/23 19:00,监测点C,7,15,12,2,60,0.752,18.8,75,1011.9,2.1,150
2020/4/23 20:00,监测点C,6,13,10,2,67,0.68,18.8,73,1012.2,1.9,152.4
2020/4/23 21:00,监测点C,7,18,7,7,63,0.674,18.8,71,1012.8,1.3,160.6
2020/4/23 22:00,监测点C,7,15,16,9,60,0.629,18.7,72,1014,1.9,151.2
2020/4/23 23:00,监测点C,7,13,13,5,60,0.609,18.5,73,1014.7,1.7,151.3
2020/4/24 0:00,监测点C,7,12,9,3,60,0.569,18.3,73,1014.7,1.5,162.4
2020/4/24 1:00,监测点C,7,10,9,4,61,0.526,18.1,72,1013.9,1.6,152.5
2020/4/24 2:00,监测点C,7,12,6,4,64,0.48,17.9,69,1013.6,1.7,178.3
2020/4/24 3:00,监测点C,7,11,11,4,67,0.463,17.8,68,1014,2,154
2020/4/24 4:00,监测点C,7,8,9,4,68,0.454,17.5,70,1013.9,2,150.7
2020/4/24 5:00,监测点C,7,7,6,4,72,0.444,17.4,69,1013.8,2.2,146.3
2020/4/24 6:00,监测点C,7,8,12,5,72,0.454,17.4,68,1014.3,1.8,149.2
2020/4/24 7:00,监测点C,7,12,15,7,66,0.486,17.1,70,1015.1,1.7,156.8
2020/4/24 8:00,监测点C,7,15,19,9,66,0.499,16.5,74,1015.9,2.3,149.3
2020/4/24 9:00,监测点C,7,17,15,10,75,0.526,16.4,74,1016.1,1.8,154.3
2020/4/24 10:00,监测点C,7,19,19,12,71,0.57,16.2,76,1016.8,1.2,192.5
2020/4/24 11:00,监测点C,7,19,20,13,75,0.52,16.2,77,1017.2,1.3,191.9
2020/4/24 12:00,监测点C,7,19,20,13,76,0.495,16.5,77,1017.3,1.1,180.1
2020/4/24 13:00,监测点C,7,14,21,15,85,0.476,16.7,76,1016.8,1.2,186.7
2020/4/24 14:00,监测点C,6,13,23,16,91,0.46,17.3,71,1015.3,1.6,191.4
2020/4/24 15:00,监测点C,7,11,18,14,94,0.427,17.7,69,1014.7,2,154.9
2020/4/24 16:00,监测点C,7,13,22,13,93,0.44,18.3,65,1014.2,1.8,140.4
2020/4/24 17:00,监测点C,7,12,20,14,94,0.429,18.6,64,1013.9,1.2,133.6
2020/4/24 18:00,监测点C,7,14,24,15,91,0.454,18.5,64,1014,1.8,154.1
2020/4/24 19:00,监测点C,7,18,25,22,85,0.533,18.3,64,1014.2,1.4,158.4
2020/4/24 20:00,监测点C,7,20,30,24,78,0.559,18.1,66,1014.4,1,140.3
2020/4/24 21:00,监测点C,8,21,32,24,72,0.608,17.9,67,1014.7,1.2,156.4
2020/4/24 22:00,监测点C,8,33,30,26,56,0.56,17.8,66,1015.4,0.7,83.8
2020/4/24 23:00,监测点C,8,69,54,33,10,0.678,17.5,74,1015.8,0.7,9.3
2020/4/25 0:00,监测点C,9,50,55,32,27,0.641,17.5,72,1015.5,0.5,168.5
2020/4/25 1:00,监测点C,8,36,54,30,40,0.578,17.3,72,1014.8,0.6,139.3
2020/4/25 2:00,监测点C,8,16,31,24,64,0.5,17.4,68,1014.3,0.8,160
2020/4/25 3:00,监测点C,8,16,26,24,60,0.477,17.2,69,1013.8,1.1,157.7
2020/4/25 4:00,监测点C,9,20,28,28,49,0.495,17.2,71,1013.3,1,169.6
2020/4/25 5:00,监测点C,8,29,44,32,29,0.533,16.8,76,1013.1,0.7,190
2020/4/25 6:00,监测点C,8,38,40,34,20,0.605,16.5,78,1013.4,0.5,126.7
2020/4/25 7:00,监测点C,8,50,50,36,9,0.6,16.6,80,1013.8,0.6,53.9
2020/4/25 8:00,监测点C,9,40,45,34,21,0.659,17.6,74,1014.1,0.6,234.1
2020/4/25 9:00,监测点C,9,30,37,31,37,0.63,18.8,67,1014.4,0.8,232.8
2020/4/25 10:00,监测点C,9,25,40,28,50,0.599,19.8,64,1014.6,1.2,295.9
2020/4/25 11:00,监测点C,9,18,44,25,74,0.53,20.9,59,1014.2,1.4,298.2
2020/4/25 12:00,监测点C,6,14,36,23,95,0.525,22,53,1013.5,1.7,275.1
2020/4/25 13:00,监测点C,7,10,33,22,105,0.447,22.4,51,1013,1.3,284.8
2020/4/25 14:00,监测点C,6,13,31,19,88,0.469,23.1,51,1012.2,1.1,273.6
2020/4/25 15:00,监测点C,6,12,34,26,267,0.509,23.6,51,1011.4,1.4,297.5
2020/4/25 16:00,监测点C,5,9,44,32,6,0.504,24,50,1010.8,1.8,294.1
2020/4/25 17:00,监测点C,6,10,45,32,126,0.516,24.1,51,1010.5,1.2,294.2
2020/4/25 18:00,监测点C,6,12,38,36,125,0.559,24,52,1010.6,1,209.6
2020/4/25 19:00,监测点C,6,32,42,44,100,0.736,23.6,54,1011.2,1,78.9
2020/4/25 20:00,监测点C,6,54,69,48,63,0.867,23,58,1012,0.7,84.5
2020/4/25 21:00,监测点C,5,52,76,41,46,0.94,22.5,61,1012.5,0.6,141
2020/4/25 22:00,监测点C,6,58,62,38,28,0.859,21.8,65,1013,0.8,338.3
2020/4/25 23:00,监测点C,6,40,75,38,46,0.617,21.1,68,1013.6,1.1,32.7
2020/4/26 0:00,监测点C,6,42,53,36,37,0.67,20.9,69,1013.4,0.9,146.3
2020/4/26 1:00,监测点C,5,30,56,39,48,0.636,20.6,70,1012.9,0.9,178
2020/4/26 2:00,监测点C,5,21,49,38,49,0.636,20.3,71,1012.4,0.5,143.3
2020/4/26 3:00,监测点C,5,24,43,39,42,0.654,20.2,72,1012.4,0.5,147.5
2020/4/26 4:00,监测点C,5,17,45,31,48,0.602,20.2,71,1011.8,0.9,182.6
2020/4/26 5:00,监测点C,5,20,37,36,46,0.593,19.8,72,1011.7,0.5,182.3
2020/4/26 6:00,监测点C,5,29,42,43,34,0.584,19.9,73,1012.3,0.6,289.7
2020/4/26 7:00,监测点C,5,40,46,40,19,0.672,20,76,1012.5,0.5,217.8
2020/4/26 8:00,监测点C,6,36,55,34,26,0.688,20.3,73,1012.8,0.9,264.3
2020/4/26 9:00,监测点C,6,42,51,39,24,0.784,20.5,72,1013.6,0.6,145.5
2020/4/26 10:00,监测点C,7,40,69,42,31,0.834,21.6,68,1014,0.8,142.5
2020/4/26 11:00,监测点C,7,18,56,32,70,0.584,22.8,58,1013.8,1.6,179.6
2020/4/26 12:00,监测点C,7,18,50,38,82,0.581,23.8,55,1013.5,1.3,311.4
2020/4/26 13:00,监测点C,7,14,60,39,96,0.571,24.3,54,1012.8,1.4,335
2020/4/26 14:00,监测点C,7,9,47,34,121,0.552,25,51,1011.7,1.7,318.8
2020/4/26 15:00,监测点C,8,10,42,31,131,0.543,25.8,49,1010.9,1.5,322.7
2020/4/26 16:00,监测点C,7,11,50,31,131,0.547,26.2,47,1010.6,1.2,301
2020/4/26 17:00,监测点C,7,11,44,29,125,0.552,26.4,46,1010.3,1.2,248.6
2020/4/26 18:00,监测点C,7,17,43,32,118,0.617,25.8,49,1010.7,1.6,194.3
2020/4/26 19:00,监测点C,6,28,51,38,96,0.804,25.1,53,1011.2,1.3,177.9
2020/4/26 20:00,监测点C,6,30,66,38,75,0.881,24.6,54,1011.7,1.2,151.6
2020/4/26 21:00,监测点C,6,16,60,32,91,0.706,24,54,1012,1.5,156.1
2020/4/26 22:00,监测点C,6,22,46,33,80,0.767,23.8,55,1012.2,0.7,152.4
2020/4/26 23:00,监测点C,6,18,51,32,78,0.725,23.4,57,1012.2,0.7,177.7
2020/4/27 0:00,监测点C,6,26,53,35,59,0.822,23,60,1012.2,0.6,140.1
2020/4/27 1:00,监测点C,6,52,62,34,28,0.757,22.6,64,1011.8,0.6,303
2020/4/27 2:00,监测点C,6,32,71,30,51,0.622,22.2,64,1011.6,0.8,151.8
2020/4/27 3:00,监测点C,6,39,53,39,30,0.684,21.9,68,1011.4,0.7,204.4
2020/4/27 4:00,监测点C,6,29,57,38,43,0.609,21.6,66,1011.2,0.6,195.4
2020/4/27 5:00,监测点C,6,41,60,40,23,0.61,21.2,71,1011.5,0.4,278.3
2020/4/27 6:00,监测点C,6,37,57,38,34,0.562,21.1,69,1011.8,0.5,293
2020/4/27 7:00,监测点C,6,43,62,43,28,0.753,21.1,69,1012.2,0.5,150.3
2020/4/27 8:00,监测点C,6,37,61,40,46,0.792,22.1,64,1012.8,0.6,267.3
2020/4/27 9:00,监测点C,7,37,63,40,52,0.717,22.8,61,1013.4,0.9,295.8
2020/4/27 10:00,监测点C,8,33,67,41,63,0.72,23.8,58,1013.7,0.9,321.5
2020/4/27 11:00,监测点C,8,23,59,33,89,0.646,25.7,51,1013.6,1.1,303.3
2020/4/27 12:00,监测点C,8,9,63,21,130,0.453,27.5,39,1013.1,1.8,231.2
2020/4/27 13:00,监测点C,8,7,41,21,144,0.445,28.2,36,1012.3,2.5,257.2
2020/4/27 14:00,监测点C,8,6,37,22,154,0.421,28.5,36,1011.6,2.5,276.9
2020/4/27 15:00,监测点C,8,6,38,23,162,0.441,29.1,36,1010.9,1.8,314.1
2020/4/27 16:00,监测点C,7,6,46,24,167,0.426,29.4,36,1010.6,2,286.9
2020/4/27 17:00,监测点C,7,7,41,23,172,0.423,30,34,1010.3,1.4,311.2
2020/4/27 18:00,监测点C,7,14,48,27,167,0.495,29.8,34,1010.2,1.1,333.8
2020/4/27 19:00,监测点C,7,33,61,36,141,0.723,29,37,1010.4,1,0.8
2020/4/27 20:00,监测点C,7,60,81,54,87,0.96,27.6,43,1010.9,0.9,106.9
2020/4/27 21:00,监测点C,7,63,99,54,68,1.08,26.3,48,1011.3,1,153.9
2020/4/27 22:00,监测点C,6,51,97,61,64,1.126,25.7,50,1012,0.8,192.8
2020/4/27 23:00,监测点C,6,33,79,40,83,0.828,24.7,52,1012.4,1,170
2020/4/28 0:00,监测点C,6,28,62,35,85,0.611,24,53,1012.4,1.1,190.7
2020/4/28 1:00,监测点C,6,24,58,36,78,0.6,23.5,54,1012,0.8,156.6
2020/4/28 2:00,监测点C,7,32,58,39,62,0.586,23.4,57,1011.9,0.7,215.8
2020/4/28 3:00,监测点C,7,39,53,36,47,0.551,22.8,61,1011.5,0.5,258.6
2020/4/28 4:00,监测点C,7,24,64,32,66,0.524,22.6,59,1011.3,0.9,175.1
2020/4/28 5:00,监测点C,7,40,61,37,42,0.5,22.1,64,1011.5,0.8,208.4
2020/4/28 6:00,监测点C,7,40,57,42,36,0.56,22.1,64,1012.2,0.4,261.1
2020/4/28 7:00,监测点C,10,44,74,44,38,0.582,21.8,65,1012.5,1.3,199.8
2020/4/28 8:00,监测点C,14,40,62,47,48,0.644,22.2,63,1013.1,1,191.3
2020/4/28 9:00,监测点C,16,35,62,50,64,0.708,23.8,56,1013.6,1,178.1
2020/4/28 10:00,监测点C,13,26,71,48,96,0.601,25.3,50,1013.7,1,212.4
2020/4/28 11:00,监测点C,13,24,69,56,138,0.59,26.3,46,1013.3,1.5,294.1
2020/4/28 12:00,监测点C,12,27,79,58,147,0.608,27.5,46,1012.7,1.6,301.7
2020/4/28 13:00,监测点C,12,23,86,54,188,0.589,28.4,44,1011.8,1.7,334.9
2020/4/28 14:00,监测点C,9,10,61,31,189,0.434,30.3,35,1010.9,2,269.6
2020/4/28 15:00,监测点C,8,8,58,28,188,0.392,31.1,29,1010,2,262.4
2020/4/28 16:00,监测点C,9,9,49,31,187,0.407,32.1,27,1009.3,1.6,265.7
2020/4/28 17:00,监测点C,10,10,58,36,209,0.417,32,28,1008.9,1.4,291.4
2020/4/28 18:00,监测点C,11,20,64,46,228,0.503,31.6,32,1008.8,1.3,337.2
2020/4/28 19:00,监测点C,11,30,92,79,261,0.669,30.2,39,1009,1.4,330.5
2020/4/28 20:00,监测点C,10,48,106,105,222,0.983,29.2,43,1009.4,0.5,314.2
2020/4/28 21:00,监测点C,8,72,138,99,104,1.558,28.1,47,1009.8,0.5,191.6
2020/4/28 22:00,监测点C,10,61,140,97,120,1.245,27.4,49,1010.4,0.6,227.3
2020/4/28 23:00,监测点C,8,51,135,78,105,1.172,26.3,53,1011.1,0.6,168.3
2020/4/29 0:00,监测点C,13,57,136,106,103,0.974,26,55,1011.3,0.7,335.4
2020/4/29 1:00,监测点C,13,56,142,95,88,0.773,25.4,57,1011.3,1.1,334.9
2020/4/29 2:00,监测点C,9,34,99,49,89,0.554,24.4,64,1011.2,1.6,335.5
2020/4/29 3:00,监测点C,11,33,79,51,81,0.529,23.8,67,1011.2,1.5,354.3
2020/4/29 4:00,监测点C,12,33,74,52,72,0.542,23.2,71,1011,1.2,356.6
2020/4/29 5:00,监测点C,15,36,85,52,61,0.515,22.6,75,1011.3,1.2,4.6
2020/4/29 6:00,监测点C,15,33,88,59,54,0.507,22.3,78,1011.7,1.2,354
2020/4/29 7:00,监测点C,13,28,84,59,54,0.51,22.2,79,1011.9,1.2,309.3
2020/4/29 8:00,监测点C,13,24,84,62,66,0.499,22.6,77,1012.5,1,303.2
2020/4/29 9:00,监测点C,13,25,78,69,76,0.53,23.2,74,1013.1,1.4,306
2020/4/29 10:00,监测点C,12,26,82,78,98,0.558,24.2,68,1013.5,1.3,305.7
2020/4/29 11:00,监测点C,10,23,93,77,142,0.569,25,62,1013.1,1.7,305.9
2020/4/29 12:00,监测点C,9,18,86,54,180,0.532,26.5,54,1012.7,1.4,309.6
2020/4/29 13:00,监测点C,8,17,94,56,213,0.514,27.3,50,1012,1.6,338.3
2020/4/29 14:00,监测点C,8,16,91,55,241,0.491,28.3,48,1011.2,1.8,325.7
2020/4/29 15:00,监测点C,8,17,113,49,257,0.488,28.7,45,1010.2,1.8,15.3
2020/4/29 16:00,监测点C,8,20,103,45,271,0.487,29.3,43,1009.5,2.1,19.8
2020/4/29 17:00,监测点C,9,20,101,43,293,0.493,29.5,41,1009.1,2.4,13.7
2020/4/29 18:00,监测点C,8,27,92,40,292,0.567,29.5,41,1008.9,2.1,14.2
2020/4/29 19:00,监测点C,9,42,96,47,280,0.687,28.7,45,1009.4,1.4,0.2
2020/4/29 20:00,监测点C,10,55,123,60,239,0.748,27.9,51,1010,1.2,5.6
2020/4/29 21:00,监测点C,10,45,151,63,202,0.823,27.3,54,1010.4,0.6,8.2
2020/4/29 22:00,监测点C,11,40,132,56,194,0.872,27,53,1010.9,0.4,16.6
2020/4/29 23:00,监测点C,8,51,122,56,130,1.098,26.3,56,1011.2,0.7,189.5
2020/4/30 0:00,监测点C,7,38,103,50,138,0.856,25.6,57,1011.1,0.7,181.8
2020/4/30 1:00,监测点C,7,29,84,46,142,0.67,25,58,1010.8,0.8,188.9
2020/4/30 2:00,监测点C,7,30,95,52,131,0.644,24.6,60,1010.2,1.2,190.1
2020/4/30 3:00,监测点C,10,28,99,54,123,0.607,24,62,1009.9,1.1,174.9
2020/4/30 4:00,监测点C,11,32,109,56,96,0.632,23.8,65,1009.7,0.8,191.5
2020/4/30 5:00,监测点C,16,38,100,62,76,0.622,23.4,67,1009.8,1.3,186.4
2020/4/30 6:00,监测点C,18,37,101,64,69,0.63,23.2,66,1010.1,1.6,197.1
2020/4/30 7:00,监测点C,20,47,115,71,51,0.692,23.1,68,1010.6,0.8,197.7
2020/4/30 8:00,监测点C,20,50,111,69,56,0.755,24,65,1011.1,0.9,184.9
2020/4/30 9:00,监测点C,22,60,112,69,67,0.779,25.5,61,1011.5,0.9,211.8
2020/4/30 10:00,监测点C,24,61,112,72,88,0.691,25.9,63,1011.9,1,338.2
2020/4/30 11:00,监测点C,20,54,113,71,109,0.64,26.7,62,1011.6,1.3,348.9
2020/4/30 12:00,监测点C,12,37,93,76,155,0.567,27.8,58,1011.1,1.3,347
2020/4/30 13:00,监测点C,10,25,110,85,214,0.54,28.4,54,1010.6,1.8,0.2
2020/4/30 14:00,监测点C,8,15,97,59,230,0.464,29.3,49,1009.4,1.8,351.2
2020/4/30 15:00,监测点C,8,14,77,38,225,0.442,30,44,1008.5,2.2,354
2020/4/30 16:00,监测点C,8,16,69,36,235,0.446,30.4,43,1007.8,2.1,9.6
2020/4/30 17:00,监测点C,8,17,68,33,245,0.457,30.8,42,1007.4,1.6,348.1
2020/4/30 18:00,监测点C,8,22,73,32,245,0.511,30.6,40,1006.9,1.7,355
2020/4/30 19:00,监测点C,8,27,77,31,232,0.567,29.8,39,1006.9,1.4,343.9
2020/4/30 20:00,监测点C,9,31,62,32,195,0.591,29.2,41,1007.1,1,343.5
2020/4/30 21:00,监测点C,10,38,79,39,165,0.67,28.8,43,1007.2,0.6,279
2020/4/30 22:00,监测点C,7,48,105,39,118,0.889,27.7,48,1007.5,0.8,147.2
2020/4/30 23:00,监测点C,7,47,107,34,97,0.831,27.6,46,1007.8,1,214.9
2020/5/1 0:00,监测点C,7,44,86,27,84,0.64,27.3,44,1008,0.7,262.2
2020/5/1 1:00,监测点C,8,60,82,30,52,0.64,26.6,48,1007.7,0.8,273
2020/5/1 2:00,监测点C,9,69,97,28,32,0.634,25.9,53,1007.2,0.8,279.5
2020/5/1 3:00,监测点C,9,66,85,26,26,0.583,25.3,59,1007,0.9,286
2020/5/1 4:00,监测点C,10,59,82,25,24,0.549,24.8,63,1006.8,1.3,302
2020/5/1 5:00,监测点C,10,56,80,26,21,0.541,24.5,65,1007,1.1,267.1
2020/5/1 6:00,监测点C,10,64,73,27,12,0.596,24.1,66,1007.4,0.8,211.3
2020/5/1 7:00,监测点C,13,57,91,34,20,0.615,23.9,66,1008.1,1.1,241.4
2020/5/1 8:00,监测点C,17,51,84,42,30,0.651,24.3,65,1008.6,1.2,189.2
2020/5/1 9:00,监测点C,14,32,71,38,48,0.588,24.8,67,1009.2,1.2,274
2020/5/1 10:00,监测点C,11,32,74,33,53,0.561,25.3,68,1009.3,1.2,5.6
2020/5/1 11:00,监测点C,10,17,50,29,72,0.487,25.9,67,1009,1.3,353.7
2020/5/1 12:00,监测点C,10,14,55,38,95,0.463,26.3,66,1008.4,2,8.8
2020/5/1 13:00,监测点C,9,10,59,48,116,0.457,27,64,1007.5,2.3,16.2
2020/5/1 14:00,监测点C,8,9,51,48,132,0.435,28.4,59,1006.6,1.5,350
2020/5/1 15:00,监测点C,7,8,62,52,148,0.435,29.1,57,1005.5,1.5,347.5
2020/5/1 16:00,监测点C,7,9,72,54,152,0.43,28.9,58,1004.9,2,13.8
2020/5/1 17:00,监测点C,7,11,61,57,149,0.444,29,57,1004.4,1.2,13
2020/5/1 18:00,监测点C,8,19,65,56,132,0.518,28.9,58,1004.3,1.2,28.2
2020/5/1 19:00,监测点C,8,19,72,50,124,0.576,28.5,60,1004.4,0.7,46.4
2020/5/1 20:00,监测点C,7,22,66,47,116,0.589,28.3,61,1004.8,0.7,44.8
2020/5/1 21:00,监测点C,7,26,71,49,101,0.685,28.1,63,1005.3,0.4,75.1
2020/5/1 22:00,监测点C,7,30,79,51,94,0.729,27.8,64,1005.5,0.5,329.8
2020/5/1 23:00,监测点C,7,57,85,62,50,0.818,27.4,66,1005.7,0.4,339.6
2020/5/2 0:00,监测点C,7,61,96,68,32,0.854,27,68,1005.4,0.8,233.9
2020/5/2 1:00,监测点C,6,36,90,56,43,0.678,26.4,69,1004.7,1,162.9
2020/5/2 2:00,监测点C,7,39,103,61,39,0.693,26.5,70,1004.5,0.7,183.1
2020/5/2 3:00,监测点C,7,40,88,57,32,0.691,26.4,71,1004.2,0.7,273
2020/5/2 4:00,监测点C,9,46,98,44,18,0.578,25.9,75,1003.6,1.4,272.6
2020/5/2 5:00,监测点C,8,29,59,27,21,0.484,25.7,77,1003.9,1.2,358.6
2020/5/2 6:00,监测点C,10,29,47,28,17,0.472,25.5,79,1004.5,0.9,337.7
2020/5/2 7:00,监测点C,10,24,45,28,20,0.49,25.6,78,1005.1,1,313.2
2020/5/2 8:00,监测点C,9,24,50,31,21,0.579,25.9,78,1005.7,0.8,322.6
2020/5/2 9:00,监测点C,8,26,51,33,21,0.595,26,78,1006.4,1.2,319.8
2020/5/2 10:00,监测点C,10,28,62,40,21,0.577,25.8,79,1006.6,1.1,320.5
2020/5/2 11:00,监测点C,12,23,56,43,32,0.542,26.5,76,1006.2,1.4,2.4
2020/5/2 12:00,监测点C,10,19,48,54,52,0.508,27.3,72,1005.7,1.5,9.9
2020/5/2 13:00,监测点C,10,17,68,58,76,0.507,28.1,68,1004.9,1.1,358.1
2020/5/2 14:00,监测点C,10,11,55,59,116,0.492,29.4,64,1003.8,1.4,325.5
2020/5/2 15:00,监测点C,10,12,76,47,126,0.477,30.1,60,1002.7,1.6,335.2
2020/5/2 16:00,监测点C,10,9,61,44,135,0.469,30.8,57,1001.9,1.4,350.8
2020/5/2 17:00,监测点C,9,12,76,45,139,0.49,30.7,58,1001.4,1.5,343.2
2020/5/2 18:00,监测点C,9,15,68,39,133,0.508,31.1,56,1001.2,1.1,347.6
2020/5/2 19:00,监测点C,10,20,77,38,130,0.653,30.6,58,1001.2,1,351.3
2020/5/2 20:00,监测点C,8,30,85,42,98,0.534,30,61,1001.4,0.8,335.9
2020/5/2 21:00,监测点C,7,40,77,52,82,0.589,29.4,64,1002,1,359.4
2020/5/2 22:00,监测点C,8,45,84,54,68,0.666,28.9,66,1002.4,1,309.6
2020/5/2 23:00,监测点C,9,43,82,48,59,0.602,28.7,67,1003.1,1.2,312.4
2020/5/3 0:00,监测点C,8,32,65,34,51,0.548,28.1,71,1003.2,1.4,310.1
2020/5/3 1:00,监测点C,8,32,60,29,38,0.514,27.7,73,1002.9,1.3,299.2
2020/5/3 2:00,监测点C,9,35,49,30,28,0.515,27.4,74,1002.5,1.2,293.6
2020/5/3 3:00,监测点C,8,33,58,28,21,0.476,27,74,1002.4,1.7,314.8
2020/5/3 4:00,监测点C,9,32,44,25,17,0.428,26.6,75,1002.3,1.9,315.8
2020/5/3 5:00,监测点C,10,33,46,21,15,0.414,26.2,74,1002.6,1.8,316.4
2020/5/3 6:00,监测点C,12,33,40,20,13,0.41,25.8,75,1003.1,1.6,313.9
2020/5/3 7:00,监测点C,14,32,41,19,14,0.424,25.5,76,1003.8,1.8,308
2020/5/3 8:00,监测点C,16,29,50,19,19,0.463,25.8,76,1004.5,1.4,331.5
2020/5/3 9:00,监测点C,19,28,49,27,26,0.496,26.4,74,1005,1,6.1
